,index,comment,n_star,date_time,label
1965,1965,Máy sau gần 1 tháng dùng tạm ok về cấu_hình so với mức giá . Lâu_lâu máy đơ k mở đc ứng_dụng xong fai reset . Pin dùng nhanh tụt pin . Không biết có gì khắc_phục được k .,4,27/05/2019,{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{OTHERS};
1966,1966,"Quá tuyệt vời藍藍藍 , máy sài ngon , chơi game cũng mượt , chụp ảnh đẹp , quá tốt trong tầm quá , mọi người xem thử và xem s nhé",5,3 tuần trước,{CAMERA#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
1967,1967,"Đã khiêng 1 em về dùng . Rất tuyệt luôn . Màn_hình sắc nét , chụp ảnh miễn chê , pin qua ổn . Nhân_viên phục_vụ rất nhiệt tình❤️❤️❤️",5,2/11/2019,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1968,1968,Sản_phẩm chắc_chắn . Pin ổn . Độ nhạy cao . Chiến tốt các dòng game cấu_hình thấp . Tuy_nhiên sóng wifi yếu hơn so với các sản_phẩm khác 1 vạch . Lúc sạc sờ vào máy bị giật . Mất an_toàn Đánh_giá bình_thường,3,11/3/2020,{FEATURES#Neutral};{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};
1969,1969,Sản_phẩm vừa túi_tiền . Pin khoẻ . Sóng khoẻ . Dùng đc 4 tháng thấy mọi thứ ko có gì phàn_nàn,5,2/6/2020,{FEATURES#Positive};{BATTERY#Positive};{PRICE#Positive};{GENERAL#Neutral};
1970,1970,"Ko biết có phải do mình mua ngay máy dỡm ko mà máy mình chơi nó lag vãi ra , tác_vụ bình_thường thì cứ giật giật , chơi liên_quân thì thôi rồi , tụt fbs dã_man , thật_sự thất_vọng khi bỏ ra 6 củ mua ĐT này",1,3/2/2020,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};
1971,1971,"Chỉ mình cách đổi nhạc chuông với . Trong máy có 5 nhạc chuông mặc_định nhưng không đổi được , đổi xong nó lại quay về nhạc đầu_tiên",5,1 tuần trước,{FEATURES#Negative};
1972,1972,"Tiếc tiền quá . Máy hay bị đơ , chụp hình thì hỡi_ôi luôn , cứ tái tái kiểu sao đó , hình_ảnh k trung_thực . Đọc báo có hình minh_hoạ là chạy k lên hình luôn .",3,8/4/2020,{SCREEN#Negative};{CAMERA#Negative};{PERFORMANCE#Negative};{PRICE#Negative};
1973,1973,"Mới mua nên chưa có cảm_nhận gì nhiều . Thấy cũng ổn . Chị nhân_viên tên Yến tư_vấn nhiệt_tình , dễ_thương , duyên_dáng",5,28/07/2020,{GENERAL#Neutral};{SER&ACC#Positive};{OTHERS};
1974,1974,"Sản_phẩm sài tốt , pin trâu , camera tạm đc , chíp mạnh chơi game mượt , màn_hình sắc nét .",5,4/5/2020,{SCREEN#Positive};{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1975,1975,Số tiền bỏ ra không xứng_đáng với chất_lượng nhận lại . Vân tay hầu_như dùng không được . Camera quá kém,2,10/3/2020,{CAMERA#Negative};{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Negative};
1976,1976,Khi kéo thanh công_cụ xuống thì nó lại vậy có khí thì cả màn_hình bị xanh_lè luôn ! ? Có ai bị như em không ạ ?,3,10/4/2020,{PERFORMANCE#Negative};{OTHERS};
1977,1977,"Sản_phẩm tệ nhất tui từng mua , camera tệ , ko nhận sim đc nữa , cấu_hình thì ko thích chút nào , độ_phân_giải 720p mà cứ như 480p v , chơi game thì ko lag ,",2,18/05/2020,{SCREEN#Negative};{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
1978,1978,màn_hình lâu_lâu bị chớp một cái thì làm_sao đây ad cứ bị chớp khó_chịu quá khởi_động lại máy r nó vẫn y_như v,3,1 tuần trước,{PERFORMANCE#Negative};
1979,1979,Dùng đc 7 tháng r máy rất ok . Mình chơi game ngày hơn 8 tiếng nhưng thấy đt cũng bt k quá nóng cũng k lag . Nói_chung ok,5,24/03/2020,{PERFORMANCE#Positive};{GENERAL#Positive};
1980,1980,"Mới mua ở điện_máy xanh , nhân_viên tư_vấn nhiệt_tình , sau đây là một_vài đánh_giá của mình , máy giá bình_dân mà dùng rất tốt pin châu chụp hình tạm được vân tay nhạy.mọi người nên mua máy này",4,17/12/2019,{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
1981,1981,"Máy cực tệ . Chơi giật lag liên_tục mặc_dù là mới mua , lướt web thì đơ đơ lâu_lâu tự out ra lun .. Cam thì quá tồi lấy nét quá chậm",1,10/12/2019,{CAMERA#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
1982,1982,"Đã mua hơn 2 tuần và cảm_nhận rất mượt game full setting . Máy sạc nhanh + hút 4G Wifi cực mạnh . Yếu_điểm ở cái bấm tí đã nóng máy , và hay bị đơ hình khi lướt đọc tin ( báo online ) , nhân_viên của TGDD cũng rất nhiệt_tình . Giá đầu mua là 3tr990 giờ còn 3tr590 ưu_đãi tốt cho các game thủ nhá .",5,24/07/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Positive};{SER&ACC#Positive};
1983,1983,"Đã xài đc 1 tháng máy chạy rất tốt , game mượt , pin trâu xài 2 ngày mới hết , nghe gọi rõ , phim xem rất sắc nét , xứng_đáng 3tr ",5,26/05/2020,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
1984,1984,"dùng 4 tháng , máy siêu mượt , cam đẹp , màn_hình đẹp , pin dùng nhẹ_nhàng được gần 9 tiếng . tốt",5,18/06/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};
1985,1985,Máy mới_đầu mở cmr hơi mờ nhưmg chụp xong xem_lại thù ok . Máy pin trâu chơi game ok nosi chung k có gì chê,5,1 ngày trước,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1986,1986,Pin trâu_bò .... sài ổn ... hôm_qua đi làm về bỏ_túi quần quên mang ra ..... thế_là vk đem ngâm nước . 5 p sau nhớ ra thì ..... tính âu tiêu goy...ai ngờ vẫn sài ok ..... có cái h camera vô nước chụp hình mờ ..... vi diệu quá .. kkkkk,4,2/8/2020,{CAMERA#Negative};{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};
1987,1987,"Mới mua hôm_nay giao hàng ngay hôm_nay rất nhanh : ) ) Hàng đã sài tc r giờ sài tiếp nói_chung em này quá oke rồi . quá ok với giá tiền , thanks shop .",5,17/08/2019,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
1988,1988,"Mình mới mua đc 1thang nhận_xét như sau . Máy_Sài quá ok ko chê vào đâu , pin khá trâu camera chụp quá đẹp , chơi game mượt_mà , màn_hình xem phim quá đẹp . Nói_chung mọi chức_năng quá OK .",5,22/07/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1989,1989,mới mua hồi sáng .. máy đẹp tuyệt vời.pin cực đỉnh .. camera sau đẹp hơn oppo f5 mình đang sài.với tầm giá này thì ok về ngoại_hình lẫn thời_lượng pin nhưng có_điều là bắt sóng wifi yếu quá màn_hình thì ám vàng mình thì thích sáng trắng,4,13/07/2020,{SCREEN#Negative};{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};
1990,1990,Mới mua chưa đánh_giá gì nhưng điện_thoại cứ hiện dòng_thống báo đang tải xuống âm_thanh không xoá được .,5,16/01/2020,{FEATURES#Negative};{OTHERS};
1991,1991,"Mua lần 1 , đem đổi . Đổi xong lỗi khác đem ra bắt đi bảo_hành . ( Chưa sài trọn đc 1 ngày ) . Sạc thì để siêu nhanh mà 5p chưa lên nỗi 3% . Sáng mua , chiều đêm ra coi lỗi bảo máy cong ... Bán hàng Y_như đưa đt hõng bán cho mình lần 1 để ta lại 1 đỗi 1 .. đặng_mất cái lợi trao_đổi cũa mình v . ! ! Mua đt 3 lần r .. lần nào cũng phải ra 1 đỗi 1 lại mới sài chuẩn được . ! !",2,11/5/2020,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};
1992,1992,"Mới mua được nửa tháng nhưng máy bị loạn cảm_ứng , máy còn 40% pin nhưng sập nguồn . Cắm sạc cũng không lên nữa",1,1 tuần trước,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};
1993,1993,không phù_hợp cho game thủ như mình màn_hình nhỏ thiết_kế chỉ theo phong_cách lạ và ' lạc_hậu ',1,13/10/2019,{SCREEN#Negative};{DESIGN#Negative};
1994,1994,"Cảm_ứng không nhạy cho lắm , pin siêu khủng , chụp ảnh chấp_nhận được , loa to ... Tầm giá này thì hợp_lý",5,2/2/2020,{CAMERA#Positive};{FEATURES#Neutral};{BATTERY#Positive};{PRICE#Positive};
1995,1995,"E mới mưa đc 2 tháng . Mà e mới cập_nhật phiên_bản miui mới nhất , e sử_dụng thấy nó tụt pin nhanh quá . Mún xuống lại bản cập_nhật cũ thì làm_sao ạ",4,13/09/2019,{PERFORMANCE#Negative};{OTHERS};
1996,1996,"Mới mua hơn gần 2 tuần.lúc đầu chơi game đúng là nóng.nhưng phiên_bản cập_nhật miui 10.4.5 mới thì nó không còn nóng nữa.chơi liên_tục cả 1 giờ , mang ốp lưng mà chỉ ấm thôi .. máy bạn youtuber kinh quá",5,22/10/2019,{PERFORMANCE#Neutral};{OTHERS};
1997,1997,"Sản_phẩm tuyệt_vời . Pin trâu , cấu_hình tốt trong tầm giá . Nhân_viên bán hàng nhiệt_tình . Tư_vấn tốt . Màu sáng , đẹp hơn trong ảnh",5,17/07/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
1998,1998,"Em mua máy mới gần 3 tháng , mà màn_hình bây_giờ là loạn xí ngậu lên , pin sụt nhanh hơn cách người_yêu nói câu chia_tay , đem ra bảo_hành thì bảo ko sao , đem về dùng 1h đầu ok ổn tưởng xong_xuôi vì bị gì đó , ai_ngờ giờ nhấn mỗi chữ ok thôi cũng làm mãi ko đc , mong shop phản_hồi nhanh để em còn biết cách khắc_phục",1,18/12/2019,{FEATURES#Negative};{BATTERY#Negative};{SER&ACC#Negative};{OTHERS};
1999,1999,Pin kém . còn mọi chức_năng khác thấy ôke.mua đk 1 tuần thấy giá giảm mất 1 tr.máy mới mà giờ chưa có ốp thay_thế chán,3,23/03/2020,{BATTERY#Positive};{PRICE#Negative};{GENERAL#Positive};{SER&ACC#Negative};
2000,2000,Mới mua được một tháng mấy đã bị lỗi bóng mờ rồi . Đi đổi trả thì bảo xước không đổi được . Được_cái nhân_viên nhiệt_tình thôi,3,6/7/2019,{SCREEN#Negative};{SER&ACC#Neutral};
2001,2001,Điện_thoại nhanh hết pin.không sử_dụng cũng mất 15% pin.sử dụng tuột pin cực kì.chán,1,1 tuần trước,{BATTERY#Negative};
2002,2002,"Mới mua về xài được 3 ngày không bắt wifi được trong khi mình thử điện_thoại khác thì vô wifi được , rất bực_bội tự ngắt wifi kết_nối lại cả chục lần",4,27/05/2020,{FEATURES#Negative};{OTHERS};
2003,2003,"Đừng mua máy giảm ... sài hay bị đơ . Tn tự nhảy loạn . Sp kém quá . Thường_xuyên bị loạn cảm_ứng , đến chế_độ xoay tự_động cũng tuỳ_hứng , thích thì xoay k thì thôi . Cảm_thấy bỏ tiền vô cái a9 này k đáng",1,20/11/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};{OTHERS};
2004,2004,"Máy tốt mượt chơi game khá ổn . Tuy không có ốp lưng tại tgdđ nhưng đặt trên tiki , shoppee , sendo đều có .",5,18/10/2019,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Negative};
2005,2005,Nghe bảo pin trâu nhưng mình lại cảm_thấy thất_vọng về pin cực_kỳ . Mọi thứ đều ok chỉ có pin là không như mong_đợi,4,17/09/2019,{BATTERY#Negative};{GENERAL#Positive};
2006,2006,Tôi đã dùng và từ giờ k có ý_định mua samsung dùng nữa .. mua iphone đung ổn_định lâu_dài hơn nhiều và độ bền cao hơn hẳn,2,15/06/2020,{SER&ACC#Negative};{OTHERS};
2007,2007,Cập nhập bản vá lỗi chơi bubg đã ko bị loạn cảm ứng.vân tay có nhạy hơn.tuyệt vời,5,18/05/2019,{FEATURES#Positive};{PERFORMANCE#Positive};
2008,2008,"Tuyệt_vời , máy mướt mườn_mượt , sạc nhanh 100% trong vòng tối_đa 1 tiếng 20 ' Mà đựu giảm 1 triệu 7 trong vòng 2 tuần , vừa mua 14.990.000 VND tuần sau giảm 1.000.000 VND , tuần sau nữa giảm thêm 700.000 VND còn 13.290.000 VND .. Nó đau ta nói ..",5,21/03/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Negative};{GENERAL#Positive};
2009,2009,"Máy tốt hết , mỗi_tội nghe người khác nói có chức_năng truyền sang TV mà máy mình k có , nhận_diện khuôn_mặt hơi lâu buồn nên cho 4 sao",4,12/2/2020,{FEATURES#Negative};{GENERAL#Positive};
2010,2010,Kết_quả sau 1 năm sử_dụng thì máy quá lag rần như là đứng hình . chơi game đặt biệt là liên_quân thì FPS tuột kinh_khủng đó là chỉ bật cấu_hình bình_thường thui.pin 4000 mAh mà tuột nhanh hơn tuột quần . Tôi khuyên ae nếu mua chơi game thì đừng bao h mua con này,1,4 tuần trước,{BATTERY#Negative};{PERFORMANCE#Negative};
2011,2011,Máy xài tốt.lâu hết pin . Máy nhạy.camera đẹp . Rất đáng mua để xài.giá ok ........,5,28/12/2019,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};
2012,2012,"Xem 2 clips youtube thời_lượng 11 phút , rớt 14% pin , chỉ để độ sáng phân_nửa .. Quá tệ",2,29/07/2020,{BATTERY#Negative};
2013,2013,Tất_cả đều tuyệt_vời trừ cái màng hình hiển_thị ra..theo cảm_nhận thì e thấy mang hinh hiển_thị của ip11 của e có khi không đẹp bằng oppo f1s của e nữa ... hay do màng hình ip11 e có vấn đề,5,10/12/2019,{SCREEN#Negative};{GENERAL#Positive};
2014,2014,Sản_phẩm điện_thoại xài rất tốt.Pin bình_thường .,5,6/10/2019,{BATTERY#Neutral};{GENERAL#Positive};
2015,2015,"Máy xài OK , đáng đồng_tiền với phân khúc này . Nhiêu đó tiền mà đc cấu_hình Ram 8G và bộ_nhớ 128G như máy này còn gì nữa , quan_trọng có biết cách khai_thác hết hiệu_năng của máy ko . Mình thấy máy xài mượt chẳng lỗi gì mà ko hiểu sao nhiều bạn cứ phàn_nàn .",5,7 ngày trước,{PERFORMANCE#Positive};{STORAGE#Neutral};{PRICE#Positive};{GENERAL#Positive};
2016,2016,Mới mua được 1 tiếng . Máy lác và chậm . Quá tệ so với giá tiền 8 triệu . Mai lên đổi máy khác được k ạ ?,1,31/01/2020,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};
2017,2017,"Khá nặng nên các chị_em phụ_nữ trước khi mua cần lưu_ý , còn về hiệu_năng thì xiaomi lúc_nào cx oke rồi",5,22/05/2020,{PERFORMANCE#Positive};{DESIGN#Neutral};{SER&ACC#Positive};
2018,2018,"wa tệ tải có 3 tựa game lớn như ff , mobile leagun ... , liên_quân , và ứng_dụng như fb , zalo , b 612 vậy_mà hay tắc nguồn ra tới thegioididong bảo là máy wa nặng và nóng tong khi tất_cả cộng cộng lại chỉ mới tầm 12GB vậy_mà bộ_nhớ 125GB tạo ra nhiều mà không sài được bao_nhiêu hệ_thống chiếm 90GB chơi liên_quân ko bật max setting bật là cứ bị lag chán chả muốn nói wa phí cho 8tr để mua con này xài",1,26/02/2020,{PERFORMANCE#Negative};{STORAGE#Negative};{PRICE#Negative};{GENERAL#Negative};
2019,2019,Màn hình mướt . Nhưng sóng quá yếu . Sóng ko bằng sam sung galaxy j2 cũ của mình . Mình vào phòng ngủ mà ko có 1 vạch sóng nào . Trong khi đó con sam sung galaxy j2 cũ của mình sóng đầy cột . Mình mua mới dc có 5 ngày giờ ko biết làm sao được nữa . Cứ vào phòng ngủ là ko có sóng .,1,12/12/2019,{SCREEN#Positive};{FEATURES#Negative};
2020,2020,Máy ok xài ổn nhưng sạc hơi lâu . Nói_chung cũng ổn . Định mua thêm nhưng không biết khi nào giảm_giá tiếp,5,25/03/2020,{BATTERY#Negative};{GENERAL#Positive};{OTHERS};
2021,2021,Lúc gọi máy bị tắt màn hình luôn . Cảm biến bị đơ luôn . Có ai bị như mình k . Đổi 1may rồi vẫn bị,2,15/06/2020,{FEATURES#Negative};
2022,2022,Dùng rất tốt . Nói_chung là ok với dòng điện_thoại tầm trung . Máy khoẻ pin bền và nhiều chức_năng khác mới rất hay .,5,23/12/2019,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
2023,2023,"Tất_cả là quá ổn , gét mỗi cái là mặt camera để dễ bị xước kinh_khủng khiếp luôn",4,24/02/2020,{DESIGN#Negative};{GENERAL#Positive};
2024,2024,Mới mua còn này hôm_qua . hài_lòng về nhân_viên phục vụ.chế độ bh tốt.chất lượng chưa đánh_giá được.nói chung nên ủng_hộ hàng Việt_Nam,5,13/04/2020,{SER&ACC#Positive};
2025,2025,Điện_thoại bị lỗi cứ hiện chữ Samsung khá lâu . Mấy mới mua được 3 ngayđoi một tiếng chưa thấy gì .....,1,30/06/2020,{PERFORMANCE#Negative};{OTHERS};
2026,2026,"Mua điện_thoại vivo u10 được gần 4 tháng , nhìn_chung đt xài rất tốt . Pin xài 2 ngày mới hết . Nhân_viên tgdđ rất nhiệt_tình và vui_vẻ .",5,26/04/2020,{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};
2027,2027,"Điện_thoại sử_dụng tốt các tác_vụ cơ_bản , màn_hình đẹp nịnh mắt , camera sáng rõ chi_tiết . Snap 730 chơi game ổn , ít giật lag . Đáng mua trong tầm giá",5,2 tuần trước,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
2028,2028,"Máy hoạt_động ổn nhưng pin thì sụt nhanh kinh_khủng , vân tay thì không nhạy và bất_tiện hơn so với vân tay phía sau .",1,13/01/2020,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Positive};
2029,2029,"Máy cảm_ứng mượt , chụp ảnh đẹp , pin khá trâu , nhân_viên nhiệt_tình . Rất hài_lòng .",5,21/10/2019,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};
2030,2030,"Ngoài trừ thiết_kế đã lỗi_thời , xạc pin hơi lâu ( xạc khoảng 3 h ) thì tất_cả đều quá ok.Máy xài mượt , hiệu_năng khủng , camera pin đều ổn , chơi game thì khỏi bàn hihi . Thích nhất là chất_lượng quay video , thu âm của máy rất tốt khác_biệt hoàn_toàn so vs các dòng android ..",5,24/03/2019,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{DESIGN#Negative};{GENERAL#Positive};
2031,2031,"Tuyệt lắm . Nhân_viên phục_vụ chu_đáo . Máy chạy rất mượt , pin trâu.Giá hợp_lí .",5,27/12/2017,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
2032,2032,lúc mới mua về cũng hơi nản nhanh hết pin máy nóng ... xài tầm 5 ngày mọi thứ mới thấy khác . mượt mà . không nóng xài từ sáng đến chiều còn 75% pin ... chiến pubg y_như hack ... túm lại là rất ok . máy tàu ko ăn nổi đâu,5,13/06/2019,{BATTERY#Neutral};{PERFORMANCE#Neutral};{GENERAL#Positive};
2033,2033,"Đang dùng con Star 4 gần khoảng 3 tuần , cảm_thấy rất ok trong tầm giá này , nghe gọi ok , có ghi_âm , bắt wifi với lướt web mượt , còn chơi game thì tuỳ loại game nhé , mua nên test thử trước cho chắc , còn pin thì xài ok trong 1 ngày , cục sạc tuy không pải sạc nhanh nhưng sạc dzô pin rất mau , chờ tầm 1 tiếng hơn là đầy . Camera chụp chơi cho có và đáp_ứng nhu_cầu bth được , loa không được to lắm . Nói_chung rất là hài_lòng với số tiền bỏ ra .",4,28/07/2020,{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
2034,2034,máy xài rất bền và ổn_định jphone samsung quên đi .. mua tiền ít ngon hon tiền nhiều,5,1/2/2020,{GENERAL#Positive};
2035,2035,"Sau 2 tháng dùng thấy máy mượt , chụp ảnh siêu đẹp . Tuy pin hơi yếu xíu nhưng nhìn_chung là máy ok lắm . Mua đi các bạn ơi",5,13/06/2017,{CAMERA#Positive};{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
2036,2036,"Máy đẹp , pin trâu dùng đc lâu , camera tốt chụp đẹp , bắt wifi tốt , màn_hình to rõ xem phim đã . Nói_chung là rất tốt trog tầm giá .",5,9/8/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
2037,2037,Màn_hình 90hz rất đẹp . Pin sử_dụng tác_vụ youtube fb được 7h 45p . Sạc nhanh từ 9% lên 100 trong 45p . Không có hiện_tượng giật lag .,5,10/7/2020,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};
2038,2038,Máy dùng ổn_định . thiết_kế đẹp . Pịn dùng lâu . Camera tạm chấp_nhận được trong tầm giá .,4,29/01/2020,{CAMERA#Neutral};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};
2039,2039,Mới mua về chiều hôm nay mượt pin trâu nói_chung là tốt trong tầm giá khuyên anh_em nên mua con này thay_vì mua realms 5 pro,5,28/01/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
2040,2040,"pin cũng trâu lắm , sạc nhanh cực ... cái ok nhất là quét được mật khẩu wifi bằng QR nhé .... má nhà trọ k cho mật khẩu cũng biết được .. ohh yea ....  .. liên_quan k thích vì phím chieu k sát màn hình , thấy không hợp , cách màn hình xa quá .",5,9/3/2020,{FEATURES#Neutral};{BATTERY#Positive};{OTHERS};
2041,2041,"Máy tốt mượt_mà thiết_kế đẹp chụp hình rất sắc nét rất okê , nhân_viên tư_vấn rất nhiệt_tình",5,15/12/2018,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};
2042,2042,Dùng hơn tháng pin cực trâu chơi pokemon thoải_mái hơn ngày mới hết . Mọi thứ ok trong tầm giá . Ốp lưng các bạn có_thể liên_hệ mua trên mạng mình mua ở cửa_hàng cần_thơ dùng rất ok .,5,25/05/2020,{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
2043,2043,Tốt trong tầm giá nói_chung là ngon Có_điều pin tuột hơi nhanh tí,5,30/07/2019,{BATTERY#Negative};{PRICE#Neutral};{GENERAL#Positive};
2044,2044,Máy lỗi ko cập_nhật tin Zalo fabook . Phải khởi_động lại mạng mới cập_nhật . Mất tín_hiệu wifi liên_tục,1,15/04/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
2045,2045,Máy bh 1 đổi 1 101 ngày . Nhân_viên bán lại nói không được . Chỉ 1 đổi 1 trong 30 ngày . Ko hiểu cuối_cùng là bh 1 đổi 1 bao_lâu nữa . Vismart bee 3,2,23/04/2020,{SER&ACC#Negative};
2046,2046,"Đây là lần đầu_tiên dùng thử ss , nhưng quá tệ , chỉ đứng sau hãng apple nhưng quá nhiều lỗi , mk nghĩ ra ít sản_phẩm nhưng chất_lượng tốt sẽ chiếm đc longg tin của ng dùng hơn , ra càng nhiều lỗi càng nhiều và mẫu càng k đẹp.bỏ ra hơn 9tr thật hối_hận .",2,29/02/2020,{DESIGN#Negative};{PRICE#Negative};{GENERAL#Negative};{OTHERS};
2047,2047,"Nhận máy cảm_thấy rất tuyệt_vời , camera đẹp , màn_hình sắc nét . Hiệu_năng ổn trong tầm giá . Giao_diện của samsung sang hơn các đt Trung_Quốc .",5,27/12/2019,{SCREEN#Positive};{CAMERA#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
2048,2048,"Máy ok trong tầm giá , còn độ bền để thời_gian trả_lời . Nhân_viên thế_giới di_động nhiệt_tình",4,3 tuần trước,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
2049,2049,"Giá này thì ổn , chất_lượng thấy cũng ok , ủng_hộ doanh_nghiệp Việt_nam hàng tốt và giá phải_chăng .",5,24/03/2020,{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
2050,2050,sau khi sử_dụng được một thời_gian thì mình cảm_thấy về phần thiết_kế thì cảm_giác nút nguồn với nút âm_lượng ko được chắc_chắn cho lắm còn về phần mền thì lâu_lâu máy có bị đúng hình chơi game ok máy chỉ hơi ấm một_chút phin lâu cảm_thấy vẫn chưa hài_lòng về sản_phẩm cho lắm,3,21/06/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};{GENERAL#Negative};
2051,2051,Sản_phẩm như_vậy mà cũng bán ra dc . pin hao quá . Không mở wifi hay 3g . không gắng thẻ sim luôn . Sạc đầy pin . Tắc màn_hình . Từ 1 giờ chiều tới 10 giờ tối đem ra xem còn 79% . là sao ? ? ? ? ?,1,26/05/2020,{BATTERY#Negative};{GENERAL#Negative};
2052,2052,"Mọi thứ rất ok lướt fb game gì đều mượt , pin thì vừa đủ cho một ngày , cam thì mình chưa dùng nhiều nên cũng không đánh_giá rõ được . Tóm_lại là dùng tốt , xứng_đáng với số tiền bỏ ra .",5,15/08/2019,{BATTERY#Neutral};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
2053,2053,Sản_phẩm không tích_hợp cảm_biến la_bàn . chạy chậm . Nói_chung so với máy Galaxy a10 thì chẳng hơn gì ?,3,2/10/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Neutral};
2054,2054,"Xài rất tốt trong tầm giá , pin trâu , màn_hình hiển_thị tốt , cấu_hình mạnh , camera nét",4,21/04/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
2055,2055,"Đã mua được 3 tháng nhưng càng lúc càng tụt pin nhanh , tôi đã thử sạc đầy pin và không vào game xem sao thì chỉ lướt fb thôi mà đã mất 20% pin . Pin 4500w chỉ là cú lừa thật_sự , đây chỉ đàn 4000w",3,6/12/2019,{BATTERY#Negative};
2056,2056,Dùng được gần 1 tháng máy dùng ok . có_điều hơi hao pin . Đẫm cập Nhật lên ios mới nhất,4,19/05/2020,{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};
