,index,comment,n_star,date_time,label
805,805,"Mình mới mua máy đc 3 hôm và cho các bạn lời khuyên chân_thành . Xiaomi làm máy ngày_càng k bằng các máy trc . Mình trc dùng 1 em redmi note4 giờ chuyển qua dùng note7 này . Thực_sự note 7 chỉ hơn note 4 về camera và ngoại_hình . Còn hầu_như k bằng note 4 . Từ pin đến độ mượt tốc_độ xử_lý và độ mượt khi chơi game , sạc pin cũng bị nóng máy",4,30/06/2019,{CAMERA#Positive};{BATTERY#Negative};{PERFORMANCE#Negative};{DESIGN#Positive};{SER&ACC#Negative};{OTHERS};
806,806,"Sử_dụng hơn 2 tuần thấy máy này ổn lắm ạ , vân tay mượt , Liên_Quân bật cấu_hình cao nhất vẫn mượt như_thường , Pubg và Free_Fire ổn . Chơi vài trận thì máy ấm ấm chứ ko nóng lắm đâu ạ , pin trâu lắm , 1 lần sạc chơi suốt 27 tiếng : lướt wed , xem phim , Face , Zalo , .. Vài_ba trận game . Với con máy giá tầm trung thì e thì quá ổn !",5,18/03/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
807,807,Sản_phẩm giao bị lỗi loa quá rè không lien hệ được với nhân_viên để đổi lại nên cho 2sao,2,2 tuần trước,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
808,808,"màu vàng sang_trọng , máy dùng ổn_định , chạy mạnh , chụp hình chuẩn max , sản_phẩm đáng mua",5,4/9/2018,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};
809,809,"máy ngon rẻ bổ có 1 vấn_đề loa nghe nhỏ quá , đeo tai nghe mà nghe rất nhỏ , shop hướng_dẫn dẫn cải_thiện âm_thanh được không",5,6/4/2020,{FEATURES#Negative};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Negative};{OTHERS};
810,810,"Chơi game lát quá vs lại đth k mượt , đánh game vô mà lát vs lâu_lâu bị dật đth loa nhỏ",1,2/8/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
811,811,"máy rất mượt , chơi game đã , camera đẹp , thái_độ nhân_viên vui_vẻ nhiệt_tình , có_điều mình mua máy mới thì muốn tự tay bóc seal hơn . chị nhân_viên tự bóc hộp , tự bóc dt mà mình xót hết cả ruột @ @",4,4/11/2019,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Neutral};
812,812,"Mình dùng đc 2 tuần , k chơi game . Sóng điện_thoại và wifi bắt cực_kì yếu . Mình ở Thủ_Đức nhưng sóng điện_thoại nhiều khi_không bắt được . Không biết caid này có phải lỗi do điện_thoại không",2,2 tuần trước,{FEATURES#Negative};{OTHERS};
813,813,"Mua ngày 5/3/2020 . Máy quá đẹp , 4camera , vân tay ẩn , cường_lực tốt , màu trắng đẹp tuyệt_vời . Ngon , bổ , rẻ . Đáng để nâng_cấp",5,12/3/2020,{CAMERA#Neutral};{FEATURES#Neutral};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};{OTHERS};
814,814,Máy sài bao tốt.phần sạc pin thì nhanh không_tưởng . camera này chuyên cho những người thích sống ảo.nói chung giá tầm 7tr là ok,5,23/06/2020,{CAMERA#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};
815,815,"Sản_phẩm có thiết_kế đẹp , pin trâu sử_dụng cả ngày ko hết luôn , máy cấu_hình ổn , nhân_viên nhiệt_tình lắm",5,12/6/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};
816,816,"Pin gì mà dùng hao nhanh quá , dùng mỗi kakao với zalo mà cũng chả đựoc 1 ngày đi làm",2,2 tuần trước,{BATTERY#Negative};
817,817,"Máy như_vậy là quá ổn rồi mình còn tải free fire về chơi nữa , chơi ko bị lag nhìu , chỉ là khi chơi ko nt đc thôi",5,23/05/2020,{PERFORMANCE#Positive};{GENERAL#Positive};
818,818,"nói_chung mọi chức_năng ok , có_điều cảm_ứng không được nhậy lắm , vân tay thường_xuyên ngủ quên , cảm_ứng bấm số chuyên_gia thiếu do khong ăn .",3,9/5/2020,{FEATURES#Neutral};
819,819,Máy xài ngon pin trâu camera chụp đẹp mình mới mua và trải_nghiệm máy mượt tầm giá này là quá ok . Đừng nghe mấy thằng fan ss này kia phán tào_lao,5,23/06/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
820,820,Nếu theo nối thiết_kế của 5s hoặc se cũ mà phóng to màn_hình hơn mình sẽ thích hơn,1,27/04/2020,{DESIGN#Negative};
821,821,Máy rất đẹp . CÀm rất thích . Nói_chung smartphone tầm trung ntn tuyệt_vời . Chạy mượt chụp siêu phê . Qtrong nữa nhân_viên điện_máy xanh rất nhiệt_tình gần_gũi . 1 lần nữa cám_ơn Điện_Máy Xanh,5,6/11/2019,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
822,822,Mình mua được 3 tháng thì thấy sai ok . mình k chơi gem thì k biết xạo mới chi_tiết thì rất tốt nhưng_mà bin mới đậu_mùa je thì sai rất tốt nhưng_mà mấy bữa_nay h thì bin tụt nhanh và.mấy để và đem k sai ji hết mà mất 20% còn sai thì bin tụt rất nhanh,3,2 tuần trước,{BATTERY#Negative};{GENERAL#Positive};
823,823,"Mua về dùng ko đc , chạy chậm , đứng hình , ko nên mua . Mới mua 15 ngày phải đổi máy khác mất 500 nghìn , thôi tống_tiễn cục tức đi",1,22/06/2020,{PERFORMANCE#Negative};{GENERAL#Negative};
824,824,Máy pin khoẻ mươt mà những lại yếu mạng mạng 4G tôc đô cao mà xem phim vấn lac ko chịu nổi,2,16/11/2019,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};
825,825,Chơi free fire nó cứ out ra hoài chán.màn hình max ảo chụp ảnh thấy đẹp đưa ảnh vào máy_tính thấy nhợt_nhạt do cái màn nó độ ảnh lên.nói chung tầm giá dưới 5tr ko có màn con nào màn_hình đẹp và ảo hơn con này .,3,5/5/2020,{SCREEN#Positive};{CAMERA#Positive};{PERFORMANCE#Negative};
826,826,"Tuyệt_vời ! Sản_phẩm thiết_kế đẹp , cấu_hình ổn_định , pin trâu . Và đặc_biệt camera chụp hình rất đẹp",5,2/11/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};
827,827,Cực_kỳ tốt . và pin lâu hết nhưng hơi tiếc là ko có hỗ_trợ sạc nhanh nhưng mức giá này là đúng với giá tiền rồi,5,13/01/2020,{BATTERY#Neutral};{PRICE#Positive};{GENERAL#Positive};
828,828,E mua con này về dùng ngon nhưng khi nâng_cấp lên miui 11 thì thỉnh_thoảng bị lỗi thiết_bị bị tắt đột_ngột,5,30/12/2019,{PERFORMANCE#Negative};{GENERAL#Positive};
829,829,"Máy này pin trâu thật_sự , thời_gian onscreen trên 8h , hơn 2 ngày mới sạc lại . Thiết_kế máy khá bóng_bẩy và cân_đối kèm màn_hình to nên trải_nghiệm sướng . Phần_mềm sau vài bản update thì đã ổn_định hok bị lỗi tự tắt nguồn . Camera 48 mpx chụp đủ sáng thì ổn , chụp đêm thì quên đi . Mic thu âm không quá tệ như các đời khác . Chỉ còn mỗi LỖI MÀN_HÌNH khi để_chế độ nền tối : màn_hình có viền sáng ở các cạnh và lưu hình_bóng mờ các icon của ứng_dụng mới xài như hình đính kèm .",2,21/04/2020,{SCREEN#Neutral};{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};{DESIGN#Positive};
830,830,"Đắn_đo con này với Oppo A5 2020 cuối_cùng mua về ôm hận . Cảm_ứng nhảy lung_tung , lúc được lúc không , cài lại máy cũng vẫn bị . Xài cả chục máy Samsung từ cao_cấp đến trung_cấp chưa khi nào bị vậy . Samsung nên thu_hồi sp này , không nên tiếp_tục bán cho khách nữa .",1,6/11/2019,{FEATURES#Negative};{GENERAL#Negative};{OTHERS};
831,831,Ko như các bài reviu trên fb . Máy xài rất ok . Máy k quá nóng . Chơi game mượt . Cho 5 sao sản_phẩm xài rất ok .,5,21/10/2019,{PERFORMANCE#Positive};{GENERAL#Positive};
832,832,Mới mua 2 ngày thay ok nên cho nam sao con về sau chưa biết thế_nào nên không biet,5,18/04/2020,{GENERAL#Positive};{OTHERS};
833,833,"Đã xài qua Xiaomi rồi nên vẫn mua lại Xiaomi . Điện_thoại nhìn_chung mượt_mà , Pin chưa thấy hài_lòng cho lắm , nên mua màu xanh vì quá đẹp ...",5,5/7/2019,{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};
834,834,Máy rất ok . Màn_hình super amoled rất đẹp . Chip snap 730 khá tốt thêm quả ram 8gb nữa .,5,15/07/2020,{SCREEN#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
835,835,"Mua máy được 3 ngày , sau các cuộc khảo_nghiệm mình có vài lời nhận_xét : đầu_tiên nhân_viên tư_vấn nhiệt_tình , thân_thiện , máy chạy mượt chơi liên_quân chưa có 1 lần lag , pin khoẻ ... sẽ tiếp_tục theo_dõi ủng_hộ shop",5,13/07/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};{OTHERS};
836,836,Mình mới mua được 4ngay máy dùng thì tốt.nhung loa tiếng hỏi bé.mong nhà_sản_xuất có gâng hoàn_thiện hơn,4,1/3/2020,{FEATURES#Negative};{GENERAL#Positive};
837,837,"Mấy bạn cứ đánh_giá tào_lao ko , PUBG , Liên_Quân , Fire_Free mình bao mượt , pin trâu Mới mua hôm_qua TGDD nhân_viên phục_vụ quá tốt",5,16/06/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};
838,838,Xài mới 3h30p mà hết 50% pin vậy có hao pin quá không ... chơi game lướt Tik_Tok,3,6/5/2020,{BATTERY#Negative};{OTHERS};
839,839,Nâng mức giá bán lên cao một_chút vẫn ok miễn_sao chất_lượng tốt . Đầu_tư chất_lượng nhé Vsmart . Ủng_hộ cho Vsmart Việt_Nam,4,27/02/2020,{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
840,840,"đã mua và sử_dụng được 5 ngày nhưng chỉ sạc 4 lần ....pin trâu , máy mượt , màn_hình nét , và nói_chung là đẹp toàn diện殺",4,13/08/2020,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
841,841,"Máy ổn trong tầm giá 3m chơi game đc tối_ưu_hoá tốt dù mạng kém . Camera dở , loa trung_bình , màn_hình tối khi ra ngoài_trời . Trong phân khúc 3m thì đây là con đt đáng mua có_thể sánh ngang với joy 3 . K đòi_hỏi j thêm",4,6/4/2020,{SCREEN#Negative};{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
842,842,"Quá kém , thà đập bỏ còn hơn mắc_công ra đổi lại . Hết bị chậm rồi tới cảm_ứng bị tê_liệt",1,17/05/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};
843,843,Sai_lầm khi chọn mua a 51  pin thì nhanh tụt 4g và sóng thì tệ cực_kì luôn và hay đơ và loạn cảm_ứng nữa mới mua dc có vài ngày mà cảm_thấy nhiều chục chặc quá luôn đó là mình không chơi game gì luôn đó nha Thất_vọng,1,8/1/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
844,844,Nói_chung với giá_như vậy chiếc điện_thoại này thì cùng ok rồi cầm tay vừa thoải_mái,5,3/5/2020,{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Neutral};
845,845,"Mua giá máy mới_tinh 100% , mãi sau mới xem kỹ lại thì thấy đã bị kích_hoạt bảo_hành 1 tháng trước đó nhưng dùng vẫn thấy bình_thường . THÔI , tự chịu vì do mình ngu .",2,31/05/2020,{GENERAL#Neutral};{SER&ACC#Negative};
846,846,Không biết các dt khác như thê nào chứ tui Mua trong vòng 10 ngay . Giờ khẽ sim có khi không nhân sim . Chơi game pubg có_khi chậm 2 tay chỉ ăn 1 tay . ( đôi_khi ) còn bin thì ok,3,1 tuần trước,{FEATURES#Negative};{PERFORMANCE#Negative};
847,847,"Sóng dt và wifi hơi yếu , cảm_ứng k dc nhạy lắm , pin như 4000 mah , came chụp thiếu sáng tệ , cần cho fần mềm cải_thiện gấp ...",4,19/03/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Neutral};
848,848,"Máy dùng chán quá giật lag kinh_khủng vừa mua về chơi 1 trận pubg thì bị out ra , vân tay cũng không nhạy nữa ",3,22/03/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
849,849,Máy nhẹ_nhàng nhỏ ghọn hình thức đẹp . Ban phím bấm nhạy . Vỏ đất khít và liền . Nghe đài ép em không cần tai nhe . Con kết lối Loa_Bluetooth di_động quá ngon ? Mình cảm_thấy dất oke . Mình mua tại . Thegioididong.com . ,5,1/12/2019,{FEATURES#Positive};{DESIGN#Positive};{GENERAL#Positive};
850,850,cho hỏi 9S còn bị lỗi camera trước không ạ . đang tính mua 1 con nhưng thấy bị lỗi camera lỗi quá,3,10/7/2020,{CAMERA#Neutral};{OTHERS};
851,851,Sản_phẩm rất tốt mà mới mua về đc gần 1 tháng mà pin bị mất 1% thì có đc thay pin ko nhờ,4,7/10/2019,{BATTERY#Neutral};{GENERAL#Positive};
852,852,"Sản phẩm tệ so với giá . Sóng điện_thoại chập_chờn lúc có lúc không , có_khi sóng đầy vạch nhưng người khác lại không_thể gọi đến , dữ_liệu di_động ( DLDĐ ) thì kém . Đã test thử mở DLDĐ khi chưa có gói cước thì chạy bình_thường , còn khi cài gói cước vào thì phải khởi_động lại , máy mới nhận . So với tầm giá này thì máy không ngon . Mua 14/10 nhưng sau hơn 1 tháng ( 18/11 ) lại chán .",1,18/11/2019,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Negative};{OTHERS};
853,853,"Nghe quảng_cáo chụp hình đẹp , mua dùng thử nhưng ảnh chi_tiết kém , không sắc nét lắm . Ảnh tự sướng thì nhìn hơi giả , máy gọn_nhẹ , vẫn còn có cảm_giác chưa ưng_ý bù cái nhân_viên nhiệt_tình , dễ_thương , lần sau ủng_hộ tiếp nhưng chắc chuyển qua IP hoặc SS",2,2 tuần trước,{CAMERA#Negative};{DESIGN#Positive};{SER&ACC#Positive};
854,854,Trong tầm giá này thì Y11 cân tất ! Quá ngon so với xiaomi redmi 8 và không hối_hận khi mua máy này ! Máy này sánh ngang với nokia 5.1 vplú vẫn ok,5,13/11/2019,{PRICE#Neutral};{GENERAL#Positive};
855,855,"Không nên mua , vân tay chán kinh_khủng luôn , tầm giá này mua con Vivo s1pro miễn trê",1,4/3/2020,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Negative};{SER&ACC#Negative};
856,856,Pin tuột nhanh quá ... chán .. mua đc 2 ngày đổi đc ko..ko dùng vẫn tuột bình_thường,3,27/11/2019,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Neutral};
857,857,Mới mua hôm_qua điện_thoại tốt,3,29/12/2019,{GENERAL#Positive};
858,858,"lấy máy về từ hôm_qua theo quan_điểm của mình là : máy đẹp , pin trâu , chơi game chụp ảnh rất OK chỉ tiếc là sạc pin hơi lâu không biết có phải do mới mua nên sạc lâu trong những lần đầu hay không . Nói_chung là rất ưng về máy",5,18/01/2019,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};
859,859,"Mới tậu xong dc 3h , ko biết xài thế_nào nên nhờ google đánh_giá thấy 90% mn đều khuyên ko nên mua , nên thấy bối_rối wa , dòng này mới ra sao lại kém chất_lượng hơn đời trc nhìu vậy , mình mới bỏ kon A20 nên thấy đánh_giá có_vẻ kém xa A20 , mn đánh_giá chân_thật jup mình vs , chứ thấy chê nhìu vậy xót tiền quá",1,13/04/2020,{OTHERS};
860,860,"Máy đẹp , dễ_dàng sử_dụng , chụp hình xoá phong thì khỏi chê lun , nói_chung rất ưng ,",5,25/08/2019,{CAMERA#Positive};{DESIGN#Positive};{GENERAL#Positive};
861,861,Cấu_hình miêu_tả khủng tới khi mua rồi chạy như samsung j6 tím lavender . Pin 5k mà màu hết thôi rồi . lộ tin mua cái hớ hên,1,18/01/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{OTHERS};
862,862,"Nói_chung xài rn4 được 2 tháng mình cảm_thấy cực_kì tốt trong tầm giá , đa_nhiệm mượt , chơi game cực_kì tốt khoong lag . Camera thì nhiều tính_năng chụp hoài không chán . Ngoài_ra công_nghệ sạc của Oppo thì khỏi bàn cải rồi . Cùng tầm giá thịt mình cảm_thấy rn4 tốt hơn kha_khá hãng khác , thiết_kế mỏng , gọn . Các bạn nên ra cửa_hàng trải_nghiệm thử chứ đừng có đọc ở trên mạng rồu đánh_giá như đúng rồi ",5,4 ngày trước,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
863,863,"Sản_phẩm quá tuyệt vời.pin trâu , cấu_hình mạnh , wifi mưot mà , nhiều chức_năng hay , bảo_hành 18 tháng quá đỉnh.chỉ có camera selfie là chưa ổn cho lắm",5,14/08/2019,{CAMERA#Negative};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
864,864,"Đa_nhiệm cực kém . Cảm_ứng không mượt , đôi_lúc không nhạy . Dễ nóng máy , ram 4g nhưng chạy ứng_dụng nặng sẽ đơ máy . Chấm 2/10",1,10/4/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
865,865,Qua thời_gian dùng máy thì máy có các lỗi sau : - Khi màn_hình tắt dùng vân tay để mở khoá trong 5s thì máy bị tối màn_hình lại mặc_dù đã tắt chế_độ tương_thích . - Máy phát Bluetooth cứ bị giựt giựt . - Máy có viên pin 4000 mà nhanh tụt pin quá .,3,10/1/2020,{SCREEN#Negative};{FEATURES#Negative};{BATTERY#Negative};
866,866,"Sản_phẩm dùng pin rất khoẻ , mượt , nhân_viên tư_vấn nhiệt_tình . Sẽ ủng_hộ đmx dài_dài .",5,2 ngày trước,{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};
867,867,"Máy khi mới mua mọi thứ đều tốt , hiện qua hai tuần sử_dụng thì thấy khi chơi game liên_quân max cấu_hình máy rất nóng , như chiên trứng được luôn , cảm_biến vân tay bị bong nhẹ , các tác_vụ khác ổn",4,21/05/2020,{FEATURES#Neutral};{PERFORMANCE#Negative};{GENERAL#Positive};
868,868,"Lỗi vân tay , lỗi phím cách , quá chán_nản , tại_sao không update sửa lỗi đi , để người dùng phải ức_chế",1,2/2/2020,{FEATURES#Negative};
869,869,"san pham dep va chat luong , Máy xài rất tốt , mình mua dc 2 tuần rồi xài ổn_định pin lâu chụp ảnh rất nét , nhân_viên phục_vụ oke",3,2/7/2020,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};
870,870,"Đã mua tại Thegioididong.com Mọi trải_nghiệm tuyệt_vời , pin ổn , màn_hình rất tốt",5,6/11/2019,{SCREEN#Positive};{BATTERY#Positive};{GENERAL#Positive};
871,871,"Điện_thoại xài ngon , sạc nhanh 1 tiếng là đầy.xài cả ngày không hết pin . 5 * . chơi game mượt , cảm_ứng tốt , hoàn_hảo và rất 2 lòng",4,4 tuần trước,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
872,872,Mọi thứ điều ổn chỉ có vân tay không được nhạy với giá tiên như_vậy là ok rồi không đổi hỏi gì hơn_nữa,5,9/1/2020,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Positive};
873,873,"Điện_thoại đẹp , chụp ảnh tốt , màn_hình đẹp , chơi game mượt , pin trâu . Đúng là không có gì phải chê . Đây là hình_ảnh tôi đang đắp chăn cho nó ngủ .",5,5/5/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{OTHERS};
874,874,Con pin 5000 sạc đầy  cho máy ở chế_độ chờ thì cảm_giác cứ 1h là hụt 1% . nhưng lúc mình xem phim liên_tục FB liên_tục thì pin cầm cũng tốt lâu tụt .. muốn nó hết pin để đem đi sạc cũng khó.cứ cố_gắng xem phim cho hết vậy .. pin trâu,4,10/10/2019,{BATTERY#Positive};
875,875,Con này chơi game ngon pin trâu màn_hình to Giá cũng rẻ nhân_viên tư_vấn tốt nói_chung là ko có j phàn_nàn hết,5,12/12/2019,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
876,876,Dùng tạm ổn trong tầm giá mua lúc hơn 6tr . Dạng máy quốc_dân kiểu như j7 prime hồi trước . Ưu : 1 . 128gb bộ_nhớ 2 . Usb type c 3 . Loa thoại rõ_ràng 4 . Pin ok 5 . Sạc tầm 1h30 Nhược : 1 . Bự 2 . Màn_hình độ_phân_giải chưa cao 3 . Cụm cam sau thô 4 . Khe cắm sim và cắm sạc cảm_giác không êm 5 . Khe cắm thẻ nhớ cũng không êm,3,8/8/2020,{SCREEN#Negative};{FEATURES#Positive};{BATTERY#Positive};{STORAGE#Positive};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Positive};
877,877,"đúng như bạn Mùa tru nói khi xem phim hay đọc báo vuốt màn_hình nó cứ giật giật nhức cả mắt biết vậy mua vivo Y91c có 2,390 k mà nhiều người dùng nói mượt_mà lắm",2,27/05/2020,{PERFORMANCE#Negative};
878,878,"Máy quá ok , chơi game pubg khá mượt . không giật , lag . Pin rất là ok , Nói_chung là Good",5,11/8/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
879,879,Mới mua cách đay 3 tiếng . Cảm_nhận mượt . Lướt_Facebook ok pin trâu . Bộ_nhớ xài tet ga . Mình ko chơi game nên ko cần nói mấy cái này . Nhân vien de thương nhiệt_tình,5,19/11/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{STORAGE#Positive};{SER&ACC#Positive};{OTHERS};
880,880,Chụp ảnh cũng dc . Pin trâu . Mượt_mà . Ko có sạc nhanh . Do cách mình cài_đặt và tối_ưu điện_thoại tốt . Nên realme 5i của mình dùng rất mượt .,5,26/06/2020,{CAMERA#Neutral};{BATTERY#Neutral};{PERFORMANCE#Positive};{OTHERS};
881,881,"Mình mới mua con này đc 2 ngày thì cam bị lỗi ko dùng được , mỗi lần mở là máy đơ xong bật lên thì đen_thui . Khởi_động máy thì lại được xong lại bị lại . Chán thế",3,31/07/2020,{CAMERA#Negative};{PERFORMANCE#Negative};
882,882,Tốt_OK dùng ngón lắm . Trước dùng có . Live ok lắm h đổi_mới con này cũng thấy tốt Mọi người dùng đi OK lắm ủng_hộ hàng Việt,5,2 tuần trước,{CAMERA#Positive};{GENERAL#Positive};{SER&ACC#Positive};
883,883,Khá_OK ... Giá_cả hợp_lí máy bao được nhân_viên phục_vụ khá OK ... Nói_chung là ok,4,18/07/2019,{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
884,884,Sạc nhanh pin trâu mượt ,5,2/3/2020,{BATTERY#Positive};{PERFORMANCE#Positive};
885,885,"Không biết mẫu này chừng nào có tại TP. Bến_Tre vậy nhờ . Cho mình biết để mình chờ . Và mức giá giao động_từ khoảng nào vậy . Theo như thông_số . Thì ngoài Camera sau , gần như không có gì khác_biệt với mẫu 9s",3,12/5/2020,{OTHERS};
886,886,"Mới mua hôm_qua 10/3 . Nói chúng máy đẹp , mỏng , chơi game OK.nhung pin tuột hơi nhanh .",4,12/3/2020,{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};
887,887,"Mới mua hơn 1 tuần , sạc nhanh thì có nhanh thật , camera thì tạm ổn , chơi game khá mướt , mỗi_tội lâu_lâu nổi chứng đứng máy , rồi màn_hình giật , pin thì mau tụt : < < Phải xuống đi kiểm_tra lại , huhu : <",2,15/10/2019,{CAMERA#Neutral};{BATTERY#Neutral};{PERFORMANCE#Neutral};{OTHERS};
888,888,"Pin cực trâu , cam ổn , vân tay khoá các kiểu cực nhạy . 2990 đc như v là perfect 落",5,18/11/2019,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};
889,889,"Tôi vừa mua lúc sáng . Rất ưng em này . Nhân_viên thì nhiệt_tình tư_vấn . Tôi rất hài_lòng về thái_độ của nhân_viên , cảm_ơn các bạn",5,1/3/2020,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
890,890,nói_chung là mình xài thấy ok . pin sắc nhanh và lâu hết pin nếu đung bt được khoảng 3-4 ngay mới hết pin dộ phân_giải cũng tương_đối số với giá_thành điện_thoại .,4,12/3/2020,{SCREEN#Neutral};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};
891,891,Máy mình mua thấy cũng OK ! Mà cam chụp thấy xấu hơn Xiaomi nhỉ ! Mình mới đổi Xiaomi not 8 qua cái này thấy Xiaomi cam ngon hơn ! Mà thôi tầm này OK rồi ,5,30/04/2020,{CAMERA#Negative};{GENERAL#Neutral};
892,892,"Tầm giá này mà pin trâu chơi đc liên_quân 60fps là quá giỏi , còn màn_hình hiện thị trung_bình yếu nhưng với tầm giá này thì chấp_nhận được còn giao_diện Android mới khá bất_tiện khó thao_tác ....",4,7/3/2020,{SCREEN#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};
893,893,"Máy xài rất tốt , mình mua dc 2 tuần rồi xài ổn_định pin lâu chụp ảnh rất nét , nhân_viên phục_vụ oke",5,28/06/2020,{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};
894,894,OK . Tầm giá 6 triệu . Pin trâu . Chơi game ổn . Nếu định mua thì xúc luôn đi các bạn,5,20/05/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
895,895,Mới mua đk vài hôm . Nhưng dùng cũng ngon nhưng bắt wifi có lúc tự nó tắt ý . Tóm_lại là cũng ok,5,11/7/2019,{FEATURES#Negative};{GENERAL#Positive};
896,896,Nay em vừa mua . Gọi điện toàn bị nghe lại tiếng của mình . Chất_lượng âm_thanh không tốt . Vừa mua sáng nay ra đổi lại thì không cho đổi,1,27/04/2020,{FEATURES#Negative};{SER&ACC#Negative};{OTHERS};
897,897,K bật đc mic khi chs liên_quân .. Xin cái lý_do khắc_phục ạ,4,5/10/2019,{FEATURES#Negative};
898,898,"Khác_biệt , sang_trọng , chức_năng hoàn_hảo . Camera góc rộng tuyệt_vời ! Pin được lâu",4,22/02/2020,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};
899,899,Đang dùng ip7 plus Chuyển sang thấy Vào mạng kém hơn tốc_độ loah kém hơn Mở khoá vân tay chậm Hok hài_lòng cho lắm,1,28/08/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
