,index,comment,n_star,date_time,label,segmented_comment
6339,6339,"Sản_phẩm tốt trong tầm giá , cảm_ứng mượt_mà , màn_hình đẹp . Chụp hình và nghe nhạc cũng ok . Nói_chung dưới 3 triệu mà gì cũng xài dc là tốt rồi .",5,20/04/2020,{SCREEN#Positive};{CAMERA#Neutral};{FEATURES#Positive};{PRICE#Neutral};{GENERAL#Positive};,"Sản_phẩm tốt trong tầm giá , cảm_ứng mượt_mà , màn_hình đẹp . Chụp hình và nghe nhạc cũng ok . Nói_chung dưới 3 triệu mà gì cũng xài dc là tốt rồi ."
6340,6340,S em mới mua mà máy nhanh nóng . Chỉ có sài messenger thoy mà máy đã nóng . Nhanh tuột pin nữa,3,20/12/2019,{BATTERY#Negative};{PERFORMANCE#Negative};,S em mới mua mà máy nhanh nóng . Chỉ có sài messenger thoy mà máy đã nóng . Nhanh tuột pin nữa
6341,6341,"Mình mua con này gần 1 tháng . Dạo này có tình_trạng hay thoát các app đặc_biệt là Zalo , và camera có tình_trạng bị đứng khi quay video và sau đó thoát ra vô_lại thì bị lỗi camera đành phải khởi_động lại . Thực_sự không như mong_đợi",3,27/08/2019,{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,"Mình mua con này gần 1 tháng . Dạo này có tình_trạng hay thoát các app đặc_biệt là Zalo , và camera có tình_trạng bị đứng khi quay video và sau đó thoát ra vô_lại thì bị lỗi camera đành phải khởi_động lại . Thực_sự không như mong_đợi"
6342,6342,Em có mua 1 iphone 11 pro max máy đã sử_dụng . Trình trạng pin để qua đêm mất 10% máy ở trạng trái tắt nguồn . Đã đem ra kiểm_tra 1 lần . Nv báo khi nào lỗi thì đem lại đổi . E về sài được gần 20 ngày . Vẫn bị trình trạng pin . Vậy trường_hợp này xử_lý ra sao ..,5,8/7/2020,{BATTERY#Negative};{SER&ACC#Neutral};{OTHERS};,Em có mua 1 iphone 11 pro max máy đã sử_dụng . Trình trạng pin để qua đêm mất 10% máy ở trạng trái tắt nguồn . Đã đem ra kiểm_tra 1 lần . Nv báo khi nào lỗi thì đem lại đổi . E về sài được gần 20 ngày . Vẫn bị trình trạng pin . Vậy trường_hợp này xử_lý ra sao ..
6343,6343,"Mình mua máy sử_dụng được 1 tháng rồi mà cấu_hình chơi game mượt , pin trâu sử mượt , game lâu không bị nóng máy . Tóm_lại dùng cực_kỳ thích luôn",5,22/02/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,"Mình mua máy sử_dụng được 1 tháng rồi mà cấu_hình chơi game mượt , pin trâu sử mượt , game lâu không bị nóng máy . Tóm_lại dùng cực_kỳ thích luôn"
6344,6344,May quá OK trong tầm giá chiến game khá OK nói_chung là mình thấy rất tuyệt_vời 5 sao cho san phẩm,5,30/04/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,May quá OK trong tầm giá chiến game khá OK nói_chung là mình thấy rất tuyệt_vời 5 sao cho san phẩm
6345,6345,"Máy mình sử_dụng gần 2 năm rồi vẫn chạy mượt , thiết_kế đẹp , pin xài rất ok , iOS vẫn cứ ngon nhất , khác xa android !",5,14/09/2018,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};,"Máy mình sử_dụng gần 2 năm rồi vẫn chạy mượt , thiết_kế đẹp , pin xài rất ok , iOS vẫn cứ ngon nhất , khác xa android !"
6346,6346,"Sau một tuần sử_dụng , thấy phần_cứng khá tốt . Phần_mềm cần phong_phú hơn . Mong rằng vsmart học theo nhà táo , một năm không ra quá nhiều mẫu máy , mà tập chung vào hoàn_thiện sản_phẩm , tối_ưu phần_mềm .",4,18/01/2020,{PERFORMANCE#Positive};{OTHERS};,"Sau một tuần sử_dụng , thấy phần_cứng khá tốt . Phần_mềm cần phong_phú hơn . Mong rằng vsmart học theo nhà táo , một năm không ra quá nhiều mẫu máy , mà tập chung vào hoàn_thiện sản_phẩm , tối_ưu phần_mềm ."
6347,6347,Máy làm j cũng ngon chiến game tốt chụp hình nét lưu trử tốt ai thích mua hãng khác nhưng riêng tôi lại tin_tưởng hàng Việt_Nam chất_lượng cao .,5,28/07/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{STORAGE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,Máy làm j cũng ngon chiến game tốt chụp hình nét lưu trử tốt ai thích mua hãng khác nhưng riêng tôi lại tin_tưởng hàng Việt_Nam chất_lượng cao .
6348,6348,"Máy tốt , hiệu_năng ổn , ko nóng quá nếu chỉ để setting cao ( ko max ) , tác_vụ mượt , pin dùng thoải_mái 1 ngày , ko game nhiều có khả_năng dc 2 ngày . Cam vs vân tay hơi lồi nhưng có_thể dùng ốp lưng nên ko sao . Nhân_viên thân_thiện , thái_độ phục_vụ và giao hàng tốt , đi giao hàng còn hướng_dẫn bảo_hành tận_tình . Nói_chung ko thể chê dc vs mức giá và thái_độ tốt vậy",5,16/10/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"Máy tốt , hiệu_năng ổn , ko nóng quá nếu chỉ để setting cao ( ko max ) , tác_vụ mượt , pin dùng thoải_mái 1 ngày , ko game nhiều có khả_năng dc 2 ngày . Cam vs vân tay hơi lồi nhưng có_thể dùng ốp lưng nên ko sao . Nhân_viên thân_thiện , thái_độ phục_vụ và giao hàng tốt , đi giao hàng còn hướng_dẫn bảo_hành tận_tình . Nói_chung ko thể chê dc vs mức giá và thái_độ tốt vậy"
6349,6349,Màn_hình mở hết đô sáng mà vẫn bị tối cũng ko cài_đặt ánh_sáng thích_nghi mà sao vẫn bị tối,1,23/07/2020,{SCREEN#Negative};,Màn_hình mở hết đô sáng mà vẫn bị tối cũng ko cài_đặt ánh_sáng thích_nghi mà sao vẫn bị tối
6350,6350,Máy này xài rất ok nhưng loa rất rè chịu ko nổi . Vì mới mua xài nên hôm_nay mới lấy ra nghe hơi rè .,2,17/04/2020,{FEATURES#Negative};{GENERAL#Positive};,Máy này xài rất ok nhưng loa rất rè chịu ko nổi . Vì mới mua xài nên hôm_nay mới lấy ra nghe hơi rè .
6351,6351,Quá tuyệt_vời dùng hơn một năm rồi mà vẫn còn k có gì chê dk.mượt mà ... k cần nâng_cấp đt mới,5,28/09/2019,{PERFORMANCE#Positive};{GENERAL#Positive};,Quá tuyệt_vời dùng hơn một năm rồi mà vẫn còn k có gì chê dk.mượt mà ... k cần nâng_cấp đt mới
6352,6352,Sp xài ok . Mà vivo y19 k có tai phone . Tiếc thật . Nếu có tai phone sẽ được 5 sao,4,31/03/2020,{GENERAL#Positive};{SER&ACC#Negative};,Sp xài ok . Mà vivo y19 k có tai phone . Tiếc thật . Nếu có tai phone sẽ được 5 sao
6353,6353,"Máy sử_dụng tốt , màu đẹp , pin trâu , chơi game cũng ổn , nói_chung là rất ổn trong tầm giá",4,13/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,"Máy sử_dụng tốt , màu đẹp , pin trâu , chơi game cũng ổn , nói_chung là rất ổn trong tầm giá"
6354,6354,Active 3 rất tuyệt nếu so với giá bán ! Phiên_bản mới cập_nhật cùng các năng chăm_sóc thiết_bị làm máy chạy mượt_mà cho dân vp !,5,2 tuần trước,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,Active 3 rất tuyệt nếu so với giá bán ! Phiên_bản mới cập_nhật cùng các năng chăm_sóc thiết_bị làm máy chạy mượt_mà cho dân vp !
6355,6355,Pin nhanh xuống chỉ lướt web chứ chưa coi youtube mà đã xuống pin 1-5% cho 3p máy nóng cho_dù là tác_vụ cơ_bản . Máy không mượt lắm . Nếu muốn mua để làm máy phụ thì ok kê chứ làm máy chính để sử_dụng hằng ngày ko ổn lắm . Máy giá rẻ cũng ko đòi_hỏi cao camera tệ hơn hẳn so với máy khác có cùng độ_phân_giải . Nói_chung là_hơi không thích nếu trả máy dc tôi se trả ngay và luôn .,1,9/7/2020,{CAMERA#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Positive};{OTHERS};,Pin nhanh xuống chỉ lướt web chứ chưa coi youtube mà đã xuống pin 1-5% cho 3p máy nóng cho_dù là tác_vụ cơ_bản . Máy không mượt lắm . Nếu muốn mua để làm máy phụ thì ok kê chứ làm máy chính để sử_dụng hằng ngày ko ổn lắm . Máy giá rẻ cũng ko đòi_hỏi cao camera tệ hơn hẳn so với máy khác có cùng độ_phân_giải . Nói_chung là_hơi không thích nếu trả máy dc tôi se trả ngay và luôn .
6356,6356,sản_phẩm bị lỗi hở viền màn_hình từ nút nguồn đi xuống máy co tiếng kêu kẹt kẹt không biết là lỗi chung của dòng ip7plus này là tuỳ máy bị như_vậy,1,31/01/2019,{DESIGN#Positive};{OTHERS};,sản_phẩm bị lỗi hở viền màn_hình từ nút nguồn đi xuống máy co tiếng kêu kẹt kẹt không biết là lỗi chung của dòng ip7plus này là tuỳ máy bị như_vậy
6357,6357,Mọi thứ đều xuất_sắc . Bao mượt bao nhanh nhưng thất_vọng là chỗ pin thui . Mới mua 1 tháng mà tình_trạng pin chỉ còn 98%,2,22/08/2019,{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};,Mọi thứ đều xuất_sắc . Bao mượt bao nhanh nhưng thất_vọng là chỗ pin thui . Mới mua 1 tháng mà tình_trạng pin chỉ còn 98%
6358,6358,Cạnh viền màn_hình k được khít cho lắm Mới dùng dc 20 ngày mà dung_lượng pin sụt còn có 97%,2,13/05/2019,{BATTERY#Negative};{DESIGN#Negative};,Cạnh viền màn_hình k được khít cho lắm Mới dùng dc 20 ngày mà dung_lượng pin sụt còn có 97%
6359,6359,"Ko biết máy bắt sóng sim yếu hay như nào mà toàn 2 vạch có nhiều lúc còn xuống 1 vạch , mà nhà có phải ở xa nơi có cột sóng đâu , ..",4,3 tuần trước,{FEATURES#Negative};,"Ko biết máy bắt sóng sim yếu hay như nào mà toàn 2 vạch có nhiều lúc còn xuống 1 vạch , mà nhà có phải ở xa nơi có cột sóng đâu , .."
6360,6360,"Mua cho đứa em , thấy nó dùng sáng giờ cũng ổn.Nhân viên lịch_sự , không chèo_kéo mua thêm này kia.Cảm ơn 1 bạn NV đã tư_vấn kỹ cho tôi , và trời nắng còn che dù_cho tôi ra tận bên ngoài.Mua tại 121 Võ_Văn_Ngân , Tphcm .",5,17/05/2019,{GENERAL#Neutral};{SER&ACC#Positive};{OTHERS};,"Mua cho đứa em , thấy nó dùng sáng giờ cũng ổn.Nhân viên lịch_sự , không chèo_kéo mua thêm này kia.Cảm ơn 1 bạn NV đã tư_vấn kỹ cho tôi , và trời nắng còn che dù_cho tôi ra tận bên ngoài.Mua tại 121 Võ_Văn_Ngân , Tphcm ."
6361,6361,Mẫu_mã đẹp pin trâu sạc pin hồi lâu 4h mới đã lượt zalo fb thì mượt nói_chung là ok,5,7/5/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,Mẫu_mã đẹp pin trâu sạc pin hồi lâu 4h mới đã lượt zalo fb thì mượt nói_chung là ok
6362,6362,"tuyệt , sp chất_lượng so vs tầm giá Nên ủng_hộ",5,26/04/2020,{PRICE#Neutral};{GENERAL#Positive};,"tuyệt , sp chất_lượng so vs tầm giá Nên ủng_hộ"
6363,6363,Tạm ổn nói_chung không có gì khác_biệt . Được_cái tiếng và giá còn lại pin vẫn thấp . Mua dt này phải ôm theo cục sạc dự_phòng kè_kè .. thôi tiền_nào_của_nấy dùng tạm,1,3 tuần trước,{BATTERY#Negative};{PRICE#Neutral};{GENERAL#Neutral};,Tạm ổn nói_chung không có gì khác_biệt . Được_cái tiếng và giá còn lại pin vẫn thấp . Mua dt này phải ôm theo cục sạc dự_phòng kè_kè .. thôi tiền_nào_của_nấy dùng tạm
6364,6364,pin trâu.sóng khoẻ.chơi game ok.với mức giá 3tr anh_em nên chọn mua vivo y 11 . rẻ mà ngon.chỉ có_điều loa nghe nhạc k hay,5,13/01/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{OTHERS};,pin trâu.sóng khoẻ.chơi game ok.với mức giá 3tr anh_em nên chọn mua vivo y 11 . rẻ mà ngon.chỉ có_điều loa nghe nhạc k hay
6365,6365,Điện_thoại bắt sóng và wifi hơi yếu chấp_nhận được.và được cái chụp ok tai nghe đã trong tầm giá thì quá ok so với sản_phẩm khác cùng phân khúc tin_dùng hàng việt_nam chất_lượng cao .,5,4/3/2020,{CAMERA#Positive};{FEATURES#Negative};{PRICE#Neutral};{SER&ACC#Positive};,Điện_thoại bắt sóng và wifi hơi yếu chấp_nhận được.và được cái chụp ok tai nghe đã trong tầm giá thì quá ok so với sản_phẩm khác cùng phân khúc tin_dùng hàng việt_nam chất_lượng cao .
6366,6366,Mình đã mua hơn 2 tháng rồi mà pin vẫn 100% vì cách sạc của mình tuân thu theo nhà_sản_xuất còn về hiệu_năng rất tuyệt_vời nhân_viên phục_vụ nhiệt_tình dễ_thương quá,5,2 tuần trước,{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};,Mình đã mua hơn 2 tháng rồi mà pin vẫn 100% vì cách sạc của mình tuân thu theo nhà_sản_xuất còn về hiệu_năng rất tuyệt_vời nhân_viên phục_vụ nhiệt_tình dễ_thương quá
6367,6367,"Mua ngày 19 _ 2 , cảm_nhận bàn_phím không nhạy mới , cả cảm_biến nữa . Để qua đêm mất 4% pin . Pin khoẻ . Tiếc là ko có ốp lưng . Máy dùng ổn trong tầm giá",3,20/03/2020,{FEATURES#Negative};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Negative};{OTHERS};,"Mua ngày 19 _ 2 , cảm_nhận bàn_phím không nhạy mới , cả cảm_biến nữa . Để qua đêm mất 4% pin . Pin khoẻ . Tiếc là ko có ốp lưng . Máy dùng ổn trong tầm giá"
6368,6368,Snapdragon 675 8 nhân chip này so tầm giá thì hơi cao . Ai dự_định mua nên cân_nhắc,1,2/12/2019,{PERFORMANCE#Neutral};{PRICE#Negative};{SER&ACC#Neutral};,Snapdragon 675 8 nhân chip này so tầm giá thì hơi cao . Ai dự_định mua nên cân_nhắc
6369,6369,Khá ổn nhân_viên nhiệt_tình tư_vấn ! Mức giá tầm trung quá hợp_lí ! Mong sử_dụng lâu vẫn OK : ) ),5,22/12/2019,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,Khá ổn nhân_viên nhiệt_tình tư_vấn ! Mức giá tầm trung quá hợp_lí ! Mong sử_dụng lâu vẫn OK : ) )
6370,6370,"Mới mua hôm_qua và trải nghiệm.pin thì mình thấy OK lắm , do phải gánh màn_hình lớn full HD + nên hơi hao bin một_chút . cấu_hình thì OK , camera ổn có_điều hơi dày một_chút , cấu_hình thì khỏi chê trong tầm giá , mình có test một trận là và rất ổn . hiện máy vẫn chạy bình_thường ko có hiện_tượng loạn cảm_ứng , tuyệt",5,15/09/2019,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,"Mới mua hôm_qua và trải nghiệm.pin thì mình thấy OK lắm , do phải gánh màn_hình lớn full HD + nên hơi hao bin một_chút . cấu_hình thì OK , camera ổn có_điều hơi dày một_chút , cấu_hình thì khỏi chê trong tầm giá , mình có test một trận là và rất ổn . hiện máy vẫn chạy bình_thường ko có hiện_tượng loạn cảm_ứng , tuyệt"
6371,6371,"sản_phẩm ok , mình sử_dụng được gần 1 năm sản_phẩm chạy ok , rất ít đơ lag , xứng_đáng với giá tiền mình bỏ ra",5,8/8/2018,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,"sản_phẩm ok , mình sử_dụng được gần 1 năm sản_phẩm chạy ok , rất ít đơ lag , xứng_đáng với giá tiền mình bỏ ra"
6372,6372,Mình mua được tháng mấy rồi sài cũng rất tốt và chạy rất mượt . Phin sài được lâu gam rất mục camera chụp rất đẹp,4,4 tuần trước,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,Mình mua được tháng mấy rồi sài cũng rất tốt và chạy rất mượt . Phin sài được lâu gam rất mục camera chụp rất đẹp
6373,6373,"Mình mua máy được 1 tháng hơn , khoảng thời_gian đầu dùng rất tốt nhưng không biết sao sau thời_gian đó máy mình hình_ảnh lẫn chữ rất mờ và rung nữa , khoảng hơn 30p sau thì nó rõ lại được 1 xíu thì lại mờ tiếp",2,25/12/2019,{SCREEN#Negative};{GENERAL#Positive};,"Mình mua máy được 1 tháng hơn , khoảng thời_gian đầu dùng rất tốt nhưng không biết sao sau thời_gian đó máy mình hình_ảnh lẫn chữ rất mờ và rung nữa , khoảng hơn 30p sau thì nó rõ lại được 1 xíu thì lại mờ tiếp"
6374,6374,"Máy_Samsung A31 gọn , nhẹ , chơi game ổn . Dung_lượng pin cao mà cục sạc có 15w , chỉ sạc nhanh hơn cục sạc thường thôi chứ cũng tầm 3 tiếng mới đầy pin , điều này dễ gây ức_chế cho những bạn đã quen sạc nhanh 18w hoặc 25w .",4,27/07/2020,{BATTERY#Neutral};{PERFORMANCE#Positive};{DESIGN#Positive};,"Máy_Samsung A31 gọn , nhẹ , chơi game ổn . Dung_lượng pin cao mà cục sạc có 15w , chỉ sạc nhanh hơn cục sạc thường thôi chứ cũng tầm 3 tiếng mới đầy pin , điều này dễ gây ức_chế cho những bạn đã quen sạc nhanh 18w hoặc 25w ."
6375,6375,"Mới dùng đc 1 ngày , nói_chung là mượt_mà khi lướt web , facebook và zalo . Do ko chơi game nên ko biết có lag hay không nhưng tạm_thời cứ 5 sao cho em nó đã .",5,20/07/2020,{PERFORMANCE#Positive};,"Mới dùng đc 1 ngày , nói_chung là mượt_mà khi lướt web , facebook và zalo . Do ko chơi game nên ko biết có lag hay không nhưng tạm_thời cứ 5 sao cho em nó đã ."
6376,6376,"Điện_thoại mỏng nhẹ , cấu_hình đẹp , chơi game không lag , nhận_diện vân tay nhạy mà giá_cả lại khá rẻ nữa . Nói_chung là đáng mua bis bis bis ",5,28/04/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};,"Điện_thoại mỏng nhẹ , cấu_hình đẹp , chơi game không lag , nhận_diện vân tay nhạy mà giá_cả lại khá rẻ nữa . Nói_chung là đáng mua bis bis bis "
6377,6377,Mới mở hộp lúc sáng . Dùng đến tối thì kết_luận là . Cấu_hình ngang ssA50 6gb ram . Nhưng dùng giật hơn . Chậm hơn . Tóm_lại là thất_vọng . Máy mới mà dùng thấy chậm hơn con ss A50 6gb ram mua mấy tháng trước . Dc mỗi cái camera an_ủi . Hy_vọng samsum sẽ có bản nâng_cấp,2,27/12/2019,{CAMERA#Positive};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,Mới mở hộp lúc sáng . Dùng đến tối thì kết_luận là . Cấu_hình ngang ssA50 6gb ram . Nhưng dùng giật hơn . Chậm hơn . Tóm_lại là thất_vọng . Máy mới mà dùng thấy chậm hơn con ss A50 6gb ram mua mấy tháng trước . Dc mỗi cái camera an_ủi . Hy_vọng samsum sẽ có bản nâng_cấp
6378,6378,Ngon trong tầm giá nhưng cam call Fb xấuuuuuuu ! Còn lai thì điều ổn . Chơi game mượt ít nóng máy ok,4,23/05/2019,{CAMERA#Negative};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,Ngon trong tầm giá nhưng cam call Fb xấuuuuuuu ! Còn lai thì điều ổn . Chơi game mượt ít nóng máy ok
6379,6379,"May thiết kế đẹp , ngon bin sài lâu hết được một ngày . Nói chung là quá tuyệt vời . Hai_long với tất cả những gi dmx kinh_doanh",5,17/07/2020,{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};{OTHERS};,"May thiết kế đẹp , ngon bin sài lâu hết được một ngày . Nói chung là quá tuyệt vời . Hai_long với tất cả những gi dmx kinh_doanh"
6380,6380,A70 bị lỗi cảm_ứng đa_điểm khi chơi game la bị còn xài bình_thường thì không bị . Gửi ý_kiến bao_nhiêu lần mà không cho đăng thất_vọng . Các bạn tải phần_mềm yamtt trên chplay về test đi sẽ biết,5,7/5/2019,{FEATURES#Negative};{OTHERS};,A70 bị lỗi cảm_ứng đa_điểm khi chơi game la bị còn xài bình_thường thì không bị . Gửi ý_kiến bao_nhiêu lần mà không cho đăng thất_vọng . Các bạn tải phần_mềm yamtt trên chplay về test đi sẽ biết
6381,6381,"Máy dùng mượt , cam đẹp , hài_lòng . Nhân_viên tgdd dễ_thương . Mỗi_tội hơi nóng vì thiết_kế kim_loại",5,15/05/2019,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};{GENERAL#Positive};{SER&ACC#Positive};,"Máy dùng mượt , cam đẹp , hài_lòng . Nhân_viên tgdd dễ_thương . Mỗi_tội hơi nóng vì thiết_kế kim_loại"
6382,6382,"Máy đẹp , thiết_kế đơn_giản . có hỗ trợ 4G giá vừa rẻ vừa tay chỉ có_điều thao_tác hơi chậm ..",5,1/2/2020,{FEATURES#Negative};{DESIGN#Positive};{PRICE#Positive};,"Máy đẹp , thiết_kế đơn_giản . có hỗ trợ 4G giá vừa rẻ vừa tay chỉ có_điều thao_tác hơi chậm .."
6383,6383,Cho mình hỏi mình mua chưa được 1 tuần mà mình hay gặp tình_trạng camera vô ko được . Nó đen_thui lun . Khởi_động lại mới vô đc . Cho mình xin ý_kiến đt mình bị gì v mn,4,5/5/2020,{PERFORMANCE#Negative};{OTHERS};,Cho mình hỏi mình mua chưa được 1 tuần mà mình hay gặp tình_trạng camera vô ko được . Nó đen_thui lun . Khởi_động lại mới vô đc . Cho mình xin ý_kiến đt mình bị gì v mn
6384,6384,"Máy đẹp pin trâu , còn thiếu những tiện_ích thông_dụng trong cuộc_sống , hđh dùng hơi rắc_rối khi cài_đặt phần_mềm ngoài chplay . Máy_ảnh đep",4,24/04/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};,"Máy đẹp pin trâu , còn thiếu những tiện_ích thông_dụng trong cuộc_sống , hđh dùng hơi rắc_rối khi cài_đặt phần_mềm ngoài chplay . Máy_ảnh đep"
6385,6385,"Mua đc 3 tháng thấy khá oki . Pin trâu , chơi game khá mượt . Tầm giá đó mình thấy ổn",5,13/08/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,"Mua đc 3 tháng thấy khá oki . Pin trâu , chơi game khá mượt . Tầm giá đó mình thấy ổn"
6386,6386,"Sản_phẩm rất tuyệt_vời , nhân_viên vui_vẻ nhiệt_tình , pin trâu , chơi game rất mượt .",5,28/01/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"Sản_phẩm rất tuyệt_vời , nhân_viên vui_vẻ nhiệt_tình , pin trâu , chơi game rất mượt ."
6387,6387,Vừa đổi cái đầu_tiên 1 ngày mà đã vậy.màn hình quá tệ . yêu_cầu tgdd làm_việc với hãng để tìm hướng giải_quyết,1,22/04/2020,{SCREEN#Negative};{OTHERS};,Vừa đổi cái đầu_tiên 1 ngày mà đã vậy.màn hình quá tệ . yêu_cầu tgdd làm_việc với hãng để tìm hướng giải_quyết
6388,6388,Áp a50s quá tệ khi mới mua được 2ngay về phím quá chi là bị giật sau gián_cường lực,3,16/12/2019,{FEATURES#Negative};{GENERAL#Positive};,Áp a50s quá tệ khi mới mua được 2ngay về phím quá chi là bị giật sau gián_cường lực
6389,6389,"A51 quá tệ . Choi game quá lag , màn_hình khi chơi game bị đơ đơ . Tại_sao cấu_hình cao hơn j7 pro mà khi choi game chỉ dc việc load date nhanh thui chứ khi vào game thì lag và đơ hơn j7 pro nhiều . Pin tuột quá nhanh . 7tr990 không đáng mua . Nói_chung quá nhiều lỗi .",1,31/12/2019,{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};,"A51 quá tệ . Choi game quá lag , màn_hình khi chơi game bị đơ đơ . Tại_sao cấu_hình cao hơn j7 pro mà khi choi game chỉ dc việc load date nhanh thui chứ khi vào game thì lag và đơ hơn j7 pro nhiều . Pin tuột quá nhanh . 7tr990 không đáng mua . Nói_chung quá nhiều lỗi ."
6390,6390,"Nhanh hết pin quá . Pin lẽ_ra phải 4000 trở lên mới ngon . Pin 3.650 là quá thấp . Máy chạy quá nóng , chắc dùng pin Lipo nên nóng quá . Chỉ cái pin yếu và máy nóng là 2 nhược_điểm thôi . Ngoài_ra mọi thứ OK .",3,29/02/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};,"Nhanh hết pin quá . Pin lẽ_ra phải 4000 trở lên mới ngon . Pin 3.650 là quá thấp . Máy chạy quá nóng , chắc dùng pin Lipo nên nóng quá . Chỉ cái pin yếu và máy nóng là 2 nhược_điểm thôi . Ngoài_ra mọi thứ OK ."
6391,6391,Máy nhận_diện khuôn_mặt lúc đuợc lúc không . Chụp hình rất xấu . Âm_thanh to nghe nhạc thì dở . Máy cầm pin tốt . Chơi game ổn . Đôi_khi cũng hay bị đơ . Nói_chung đáng đồng_tiền . Nếu vsmart không hay lỗi pin thì chọn vsmart ngon hơn,3,7/6/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Positive};{OTHERS};,Máy nhận_diện khuôn_mặt lúc đuợc lúc không . Chụp hình rất xấu . Âm_thanh to nghe nhạc thì dở . Máy cầm pin tốt . Chơi game ổn . Đôi_khi cũng hay bị đơ . Nói_chung đáng đồng_tiền . Nếu vsmart không hay lỗi pin thì chọn vsmart ngon hơn
6392,6392,"Thất_vọng , Cầm thôi_thì nắp sau của đã phát ra dị âm két két , Bóp nhẹ nắp sau thôi_thì nó kêu như cái máy xay . Đã đổi cái khác nhưng dùng 2 tháng thì lại bị tương_tự . Tôi nghĩ đây là lỗi thiết_kế rồi , nên thôi ko đổi nữa . Và chịu_đựng sự khó_chịu này . Dow cost quá mức , mà ko chú_tâm đến chất_lượng .",1,10/7/2020,{DESIGN#Negative};{GENERAL#Negative};{OTHERS};,"Thất_vọng , Cầm thôi_thì nắp sau của đã phát ra dị âm két két , Bóp nhẹ nắp sau thôi_thì nó kêu như cái máy xay . Đã đổi cái khác nhưng dùng 2 tháng thì lại bị tương_tự . Tôi nghĩ đây là lỗi thiết_kế rồi , nên thôi ko đổi nữa . Và chịu_đựng sự khó_chịu này . Dow cost quá mức , mà ko chú_tâm đến chất_lượng ."
6393,6393,"Sài từ lúc mới ra . Thấy mọi thứ rất tốt . Nhân_viên nhiệt_tình , sẽ trung_thành với điện_máy xanh về cách phục phụ . Cho 5 sao",5,29/06/2020,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"Sài từ lúc mới ra . Thấy mọi thứ rất tốt . Nhân_viên nhiệt_tình , sẽ trung_thành với điện_máy xanh về cách phục phụ . Cho 5 sao"
6394,6394,Mượt_mà ngon_lành . Đáng tiền mua . Cầm khá chắc và sang . Thiết_kế k đặc_sắc lắm nhưng nói_chung chất_lượng máy ngon,5,7/2/2020,{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};,Mượt_mà ngon_lành . Đáng tiền mua . Cầm khá chắc và sang . Thiết_kế k đặc_sắc lắm nhưng nói_chung chất_lượng máy ngon
