,sentence,sentiment,topic
1025,nên giảng_dạy phương_pháp làm bài trước khi đưa ra bài_tập .,0,0
1026,"khoa wzjwz10 với số_lượng sinh_viên khá đông mà đôi_khi lại có thêm những bạn từ khoa khác vào học , nên giảng_đường 2 trở_nên đông kín .",0,1
1027,với_lại môn_học này dạy quá chán .,0,1
1028,"thầy vui_tính , giảng bài hấp_dẫn , mới_mẻ .",2,0
1029,"khi báo_cáo đồ_án cuối kỳ , thì do sự phân_công , và trong một nhóm thì ai cũng có điểm yếu và điểm mạnh nên mới tạo thành một nhóm để giúp_đỡ nhau , nhưng thầy làm_khó các thành_viên .",0,1
1030,giảng_viên tận_tình giúp_đỡ sinh_viên .,2,0
1031,thầy rất quan_tâm sinh_viên luôn cho điểm đúng thực_lực .,2,0
1032,nhưng em nghĩ thời_gian và phòng học nên cố_định hơn và được thông_báo rõ_ràng .,0,1
1033,"vui_vẻ , nhiệt_tình , tận_tuỵ .",2,0
1034,giải_đáp thắc_mắc của sinh_viên nhanh_chóng .,2,0
1035,bài giảng mang tính thực_tiễn và ứng_dụng cao .,2,1
1036,"đưa ra ít ví_dụ về những trường_hợp đặc_biệt cần phải lưu_ý , nên dành nhiều thời_gian cho những phần quan_trọng , đưa ra ví_dụ song_song với việc demo trực_tiếp trên máy_tính trong lúc giảng_dạy như_vậy hiệu_quả giảng_dạy sẽ tốt hơn .",0,0
1037,dạy_học .,1,0
1038,em rất mong phòng đào_tạo cho em biết được tên giảng_viên khi đăng_ký môn_học để sau nay em còn đc học thầy wzjwz155 .,0,0
1039,"cô vui_tính , tận_tình và cách giảng_giải dễ hiểu .",2,0
1040,"đúng giờ , giảng bài kỹ .",2,0
1041,chưa giới_thiệu cụ_thể các tài_liệu cho sinh_viên đọc thêm .,0,0
1042,ứng_dụng thực_tế vô giảng_dạy .,2,1
1043,"dạy sát chương_trình thi , nhiệt_tình .",2,0
1044,tổ_chức quá nhiều hoạt_động thừa trên lớp không phù_hợp với trình_độ của sinh_viên .,0,0
1045,thầy cho thuyết_trình làm đồ_án theo nhóm nên giúp em có khả nang truyền_đạt kỹ_năng work group nâng cao .,2,0
1046,"thầy dạy nhiệt_tình , cho làm nhiều bài_tập để hiểu sâu và có khả_năng vận_dụng được kiến_thức .",2,0
1047,giáo_viên giảng_dạy dễ hiểu .,2,0
1048,em có góp_ý với thầy ở vấn_đề thuyết_trình lấy điểm giữa kỳ doubledot một_số bạn trình_bày về công_nghệ hay kỹ_thuật rất hay nhưng do cách trình_bày nên các bạn ở dưới chưa hiểu lắm .,0,0
1049,"thầy wzjwz184 dạy hay , dễ hiểu , truyền đạ nhiều kiến_thức chuyên_môn lẫn kiến_thức cuộc_sống , đi làm cho sinh_viên , có nhiều lời khuyên .",2,0
1050,"môn lập_trình mạng căn_bản sử_dụng ngôn_ngữ csharp nhưng trước đó nhà_trường không đề_xuất cho sinh_viên học môn này trước , gây nhiều khó_khăn cho sinh_viên khi học môn mới .",0,1
1051,cô nên thêm nhiều bài_tập áp_dụng lý_thuyết hơn .,0,0
1052,còn nhiều slide .,0,0
1053,tăng chất_lượng các thiết_bị phục_vụ giảng_dạy .,0,2
1054,đôi_lúc đi trễ tầm 30 phút .,0,0
1055,"giảng_viên thực_hành nên hướng_dẫn sinh_viên thực_hành một_cách cụ_thể , không nên ngồi làm_việc riêng rồi khi sinh_viên gọi hỏi thì lại tỏ thái_độ khó_chịu .",0,0
1056,"thầy đưa ra những dạng bài hay , bao_quát kiến_thức cho sinh_viên .",2,0
1057,sau khi qua môn này chắc sẽ không học thầy nữa .,0,3
1058,"giữa kỳ cộng max là 4 điểm , rồi lại cộng tiếp cho quá_trình , giờ thì lại điểm quá_trình tính trong 1 bài , không làm được , ít điểm cộng thì đành chịu .",0,0
1059,nâng cao trang_thiết_bị phòng học doubledot quạt .,0,2
1060,điều này tạo cho sinh_viên sự chủ_động trong học_tập .,1,1
1061,nhưng có một vấn_đề mà em chưa thích đó là đi_sâu vào lý_thuyết quá nhiều chưa có giảng_dạy cho chúng_em nhiều về cách cấu_thành sản_phẩm .,0,1
1062,thầy giảng rất ít .,0,0
1063,thầy dạy đôi_khi hơi chán cần thay_đổi phương_pháp giảng_dạy .,0,0
1064,cô rất nhiệt_tình và vui_tính .,2,0
1065,mong thầy_cô xem_lại cách giảng_dạy môn này .,0,0
1066,"giảng_viên rất nhiệt_tình thậm_chí dạy lố giờ , dư buổi nhưng vẫn không đảm_bảo đủ số bài của chương_trình học , không giảng_giải bài_học một_cách rõ_ràng , khi dạy chỉ mở slide và đọc tất_cả những gì trên slide bài giảng nhưng không giảng thêm gì nhiều hoặc nếu có giảng thêm thì cũng khá khó hiểu , khi sinh_viên hỏi lại thì thường chỉ nói lại những gì đã nói lần trước mà không giảng thêm để sinh_viên có_thể hiểu được bài , slide bài giảng được chuẩn_bị sơ_sài và có nhiều sai_sót , giảng_viên thường_xuyên ra ngoài nghe điện_thoại , ăn , hút thuốc trong giờ dạy , thường_xuyên dạy các kiến_thức nâng cao trong khi sinh_viên chưa hiểu hết kiến_thức cơ_bản , thường hay nói_chuyện nặng_lời với sinh_viên trong lớp .",0,0
1067,"bài giảng và bài_tập trọng_tâm , chi_tiết .",2,1
1068,"phân_chia chương_trình hợp_lý hơn , chia nhỏ lượng kiến_thức cần đạt được .",2,1
1069,cô nhiệt_tình giải_đáp thắc_mắc cho sinh_viên .,2,0
1070,"thầy hướng_dẫn thực_hành tốt , nhiệt_tình .",2,0
1071,"cô wzjwz228 rất nhiệt_tình với sinh_viên trong giờ lên_lớp , rất hay khuyến_khích sinh_viên đặt câu hỏi , hay tự đặt những câu hỏi xây_dựng khuyến_khích sinh_viên tìm_hiểu trả_lời .",2,0
1072,dạy cho sinh_viên biết nhiều về thực_tế .,2,0
1073,cô than hoài à .,0,0
1074,"nội_dung môn_học không phù_hợp , quá nhiều lý_thuyết , lý_thuyết quá rườm_rà và không phù_hợp với truyền_thống việt_nam .",0,1
1075,cô vui_vẻ và nhiệt_tình .,2,0
1076,"phương_pháp giảng_dạy tốt , dễ hiểu .",2,0
1077,"cô nhiệt_tình , thân_thiện với sinh_viên .",2,0
1078,vấn_đề nghe từ thiết_bị không tốt lắm .,0,2
1079,giảng_viên hay đến muộn .,0,0
1080,cách giảng cô rất phức_tạp vẫn chưa ngắn_gọn xúc tích gây khó hiểu ở các công_thức tính_toán .,2,0
1081,cách dạy_học tăng khả_năng tự vận_động của học_sinh .,2,0
1082,đây là môn_học khó và cần phải có nền_tảng kiến_thức từ những môn_học cơ_bản hơn nó nhưng chương_trình k6 thì không có môn nào cơ_bản về tín_hiệu trước môn xử_lý tín_hiệu số .,0,1
1083,"giáo_viên nhiệt_tình , truyền_đạt kiến_thức tận_tâm .",2,0
1084,thầy dạy còn khá khó về thời_lượng .,0,0
1085,hướng_dẫn chi_tiết nhiệt_tình .,2,0
1086,em rất thích .,2,3
1087,có tinh_thần trách_nhiệm .,2,0
1088,các dụng_cụ còn hư nhiều .,0,2
1089,"cô nói hơi dài_dòng , đôi chỗ hơi khó hiểu .",0,3
1090,thầy thường chạy trước chương_trình học lý_thuyết .,0,0
1091,"thêm nhiều ví_dụ cụ_thể , dễ hiểu cho sinh_viên vì năm đầu_tiên ở trường_học môn nhập_môn lập_trình có nhiều bạn còn bỡ_ngỡ , khó hiểu được những kiến_thức có_thể chưa bao_giờ gặp qua này .",0,1
1092,cho các nhóm tự nghiên_cứu và thuyết_trình .,1,0
1093,"số_lượng sinh_viên lớp nên tối_đa là 30 , vì đây là môn_học cá_biệt cần sự tương_tác thực_tế .",0,1
1094,giảng_viên thường đến lớp trễ .,0,0
1095,"phiền thầy chỉ giới_thiệu nhanh_chóng , không cần dành quá nhiều thời_gian cho nó , em nghĩ mọi người đã biết từ trước những nội_dung cơ_bản như_vậy ( ít_nhất là những người em quen ) .",0,0
1096,thầy vô_cùng hài_hước tạo không_khí lớp_học vui_vẻ cho sinh_viên .,2,0
1097,cô dạy rất tốt và rất nhiệt_tình .,2,0
1098,"giảng_viên giảng chưa được thu_hút , gây nhàm_chán .",0,0
1099,nên cần giúp sinh_viên thực_hành nói nhiều hơn và phương_pháp trau_dồi từ_vựng sáng_tạo .,0,1
1100,"cần nâng_cấp phòng học , máy_chiếu .",0,2
1101,"có slide bài giảng , giảng kỹ bài .",2,0
1102,"cô dạy hay , nhiệt_tình , cung_cấp đầy_đủ kiến_thức của bộ_môn .",2,0
1103,bài giảng hay .,2,1
1104,giảng_viên tận_tình .,2,0
1105,"giảng_viên vui_tính , hoà_đồng .",2,0
1106,bằng_chứng là thầy wzjwz56 dạy thay thầy wzjwz57 ở lớp wzjwz58 .,1,3
1107,giáo_viên trao_đổi với sinh_viên hoàn_toàn bằng tiếng anh .,1,0
1108,cần thêm tài_liệu thực_hành .,0,1
1109,tận_tình chỉ dạy .,2,0
1110,cách ứng_dụng lý_thuyết vào thực_tế .,1,0
1111,"đúng giờ , sát chương_trình .",2,0
1112,"phòng học còn nóng và bụi_bặm , máy_chiếu tuy nhìn được nhưng như_vậy vẫn là mờ , nếu ngồi xa hay hôm nào sáng quá sẽ khó thấy .",0,2
1113,"thầy dạy rất hay , nhiệt_tình với sinh_viên .",2,0
1114,hầu_hết em và các bạn đều không đi thực_hành .,0,3
1115,giảng_viên nên tương_tác với sinh_viên nhiều hơn_nữa .,0,0
1116,thầy rất thân_thiện !,2,0
1117,không có gì .,1,3
1118,rất bổ_ích và thú_vị .,2,3
1119,cải_tiến trang_thiết_bị thường_xuyên hơn .,0,2
1120,thầy giảng dễ hiểu .,2,0
1121,"ngoài_ra , các mặt còn lại em không có ý_kiến .",1,3
1122,"giảng_viên truyền_đạt tốt , khơi_gợi cho sinh_viên tự tìm_hiểu kiến_thức .",2,0
1123,"thầy truyền_đạt kiến_thức rất hay , và dễ hiểu .",2,0
1124,môn_học rất hay và bổ_ích .,2,1
1125,không có_điều nào không hài_lòng .,1,3
1126,nên rèn kỹ_năng nghe và nói nhiều hơn cho sinh_viên .,0,1
1127,thầy có kiến_thức chuyên_môn sâu .,2,0
1128,cách thầy giảng rất hấp_dẫn và dễ hiểu .,2,0
1129,"giảng_dạy tận_tình , đi đúng giờ .",2,0
1130,"cô dạy quá nhanh , lý_thuyết dạy quá nhanh và quá nhiều mà cũng không cần_thiết lắm .",0,0
1131,khá ổn .,2,3
1132,thầy giảng hơi khó hiểu hay tại bài_học khó hiểu ?,0,0
1133,"giảng_viên vui_vẻ , nhiệt_tình .",2,0
1134,nên để giảng_viên dạy lý_thuyết cả thực_hành sẽ logic hơn .,0,1
1135,sinh_viên tìm_tòi cách khác để có được kết_quả giống nhưng không chấp_nhận .,0,1
1136,"giảng_viên thân_thiện , hoà_đồng với sinh_viên .",2,0
1137,"thầy rất tận_tâm , tận_tình với học_sinh .",2,0
1138,dạy hơi khó hiểu .,0,0
1139,cô giảng hay .,2,0
1140,giang dạy quá nhiệt_tình và tâm_huyết truyền_đạt cho học_sinh kiến_thức của cô .,2,0
1141,"thầy tận_tâm , nhiệt_tình , dạy kỹ bài , hướng_dẫn giải bài cụ_thể .",2,0
1142,giảng_viên tận_tâm nhiệt_tình .,2,0
1143,"giảng_viên nhiệt_tình , tương_tác tích_cực với sinh_viên .",2,0
1144,giảng_viên nhiệt_tình giảng_giải những thắc_mắc của sinh_viên .,2,0
1145,thầy tạo điều_kiện cho sinh_viên có thê hoàn_thành tất_cả các bài lab .,2,0
1146,nên cải_tiến phòng thực_hành .,0,2
1147,thầy chấm điểm hơi mắc .,0,0
1148,có dạy thêm ngôn_ngữ trung rất thú_vị .,2,0
1149,"cách giảng_dạy của giảng_viên dễ tiếp_thu , dễ hiểu .",2,0
1150,"thường_xuyên đi trễ , giảng_dạy không nhiệt_tình , dạy khá lang mang , không đảm_bảo đúng tiến_độ học_tập .",0,0
1151,cô dễ_thương quá coloncc .,2,0
1152,nêu lên những ví_dụ rất hay giúp sinh_viên dễ nắm_bắt kiến_thức .,2,1
1153,giảng_viên thường_xuyên đi trễ vào những buổi gần cuối .,0,0
1154,giảng_viên giảng_dạy khó tiếp_thu .,0,0
1155,"giảng_viên dạy hay , nhiệt_tình .",2,0
1156,"rất hài_lòng , cô dạy rất vui_vẻ .",2,0
1157,"cô nói nhanh và nhiều khiến em bị "" quá_tải "" .",0,0
1158,"bổ_sung nhiều kiến_thức thực hay , nâng cao cho sinh_viên .",2,1
1159,đảm_bảo số giờ lên_lớp .,2,0
1160,thầy chỉ dạy một buổi nên không đánh_giá được .,0,0
1161,"cô rất nhiệt_tình , cô còn có phương_pháp giảng_dạy gây hứng_thú cho người học .",2,0
1162,cần có lập_trình thực_nghiệm các bước và xem rõ cách hoạt_động chương_trình demo .,0,1
1163,"cần có các bài lab thực_hành để trực_quan hơn , sát với thực_tế làm_việc ở các công_ty phần_cứng .",0,1
1164,"giảng_viên vui_tính , nhiệt_tình .",2,0
1165,chưa truyền_đạt được kiến_thức .,0,0
1166,cần thêm tài_liệu .,0,1
1167,thầy giúp học_sinh giải nhiều bài_tập .,2,0
1168,"nhiệt_tình , bài giảng tạo cảm_hứng cho sinh_viên học_tập .",2,0
1169,chỉ nhìn mỗi khía_cạnh làm slide lý_thuyết mà đánh_giá cả đồ_án của sinh_viên một_cách rất hời_hợt .,0,1
1170,tóm_lại em rất hài_lòng .,2,3
1171,"giảng_viên giảng bài còn mơ_hồ , phức_tạp .",0,0
1172,"cô dạy rất nhiệt_tình và vui_vẻ , dạy chi_tiết từng tí một .",2,0
1173,mong thầy sử_dụng micro .,0,0
1174,"cô đến lớp đúng giờ , giảng dễ hiểu .",2,0
1175,"giảng_viên tạo áp_lực quá lớn cho sinh_viên trong khi đây là môn_học đòi_hỏi sự năng_động , sáng_tạo .",0,0
1176,"cô dạy rất hay và kỹ , dành nhiều thời_gian sửa bài_tập .",2,0
1177,cho bài_tập nhiều giúp học_sinh có bài_tập về nhà làm .,2,0
1178,giáo_viên truyền_đạt kiến_thức mập_mờ cho sinh_viên .,0,0
1179,"có cảm_giác hà_khắc , khá khó_chịu .",0,0
1180,nói_chung là em không_thể tiếp_thu bài trên lớp .,0,1
1181,"thầy chăm lên_lớp giảng_dạy , tận_tình .",2,0
1182,"dạy nhiệt_tình , hiệu_quả .",2,0
1183,"cô điểm_danh mình em lúc đầu giờ , cuối giờ mới điểm_danh mấy bạn kia colonsadcolon .",0,0
1184,giải_tích 2 .,1,3
1185,slide bài giảng hay .,2,1
1186,"nên có một_số buổi ngoại_khoá bên ngoài , tiếp_cận thực_tiễn , giao_tiếp với người nước_ngoài .",0,1
1187,giảm tảibỏ những phần không thật_sự cần_thiết .,0,1
1188,thiếu hiệu_quả không phù_hợp với môn_học .,0,1
1189,dạy lý_thuyết tốt .,2,0
1190,"không_khí học_tập sôi_nổi , dễ tiếp_thu kiến_thức .",2,0
1191,dạy rất dễ hiểu .,2,0
1192,"thầy hiền , nhiệt_tình .",2,0
1193,kiến_thức thực cần tế hơn .,0,1
1194,"nhiệt_tình truyền_đạt kiến_thức , hài_hước .",2,0
1195,đôi_lúc thầy giảng hơi nhanh .,0,0
1196,đầu_tư thêm máy_móc hiện_đại .,0,0
1197,"thầy dạy những nội_dung cần_thiết , ngắn_gọn và dễ hiểu .",2,0
1198,giúp_đỡ sát_sao khi sinh_viên gặp vấn_đề khó trong thực_hành .,2,0
1199,đa_số sinh_viên tự học và không liên_hệ đến giảng_viên thực_hành .,0,3
1200,phân_bổ thời_gian hoàn_thành môn_học hợp_lý hơn_nữa .,0,1
1201,thầy dạy rất nhiệt_tình và sẵn_sàng giải_đáp .,2,0
1202,thầy rất quan_tâm đến điểm_số của sinh_viên .,2,0
1203,"nhiệt_tình , giảng hiểu bài .",2,0
1204,"cô dạy hấp_dẫn , thú_vị !",2,0
1205,quan_tâm sinh_viên .,2,0
1206,giảng bài hay !,2,0
1207,"đây làm môn_học cần thực_hành nhiều , cần tăng thêm số buổi thực_hành .",0,1
1208,"giảng_dạy dễ hiểu , nhiệt_tình với sinh_viên .",2,0
1209,"giảng_viên dạy nhiệt_tình , dễ hiểu !",2,0
1210,thầy hiền dễ_tính .,2,0
1211,nên để đồ_án cuối kỳ các sinh_viên được phép làm nhóm .,0,0
1212,"giảng_viên không bao_giờ đi dạy , toàn nhờ sinh_viên dạy thay , không có trách_nhiệm , môn_học này chẳng giúp_ích được gì , thanks .",0,0
1213,"giáo_trình anh văn dường_như không giúp_ích cho công_nghệ_thông_tin cũng như những khả_năng giao_tiếp của sinh_viên , sinh_viên trung_bình khó có_thể đạt 5 điểm ở các chương_trình anh văn .",0,1
1214,giáo_viên rất nhiệt_tình trong việc giải_đáp thắc_mắc cho sinh_viên .,2,0
1215,nhiệt_tình và quan_tâm học_sinh .,2,0
1216,diễn_đạt trong giảng_dạy không được tốt lắm .,0,0
1217,thầy chưa hỗ_trợ lớp trong việc giải_đáp các câu hỏi cũng như tạo điều_kiện cho sinh_viên học_hỏi .,0,0
1218,giới_thiệu những kiến_thức mới cho sinh_viên .,2,0
1219,"vui , hay .",2,3
1220,không biết thầy wzjwz260 là thầy nào ?,0,3
1221,nên có nhiều bài_tập cho sinh_viên tham_khảo .,0,1
1222,hầu_như giảng_viên không giảng mà chỉ dịch slide do slide viết bằng tiếng anh .,0,0
1223,"giảng_viên giảng kỹ , dễ hiểu .",2,0
1224,luôn giải_thích chi_tiết vấn_đề thắc_mắc của sinh_viên .,2,0
1225,cho ít đồ_án thôi .,0,0
1226,thầy cho chép quá nhiều .,0,0
1227,"trang_thiết_bị phục_vụ còn hạn_chế , không có nhiều thời_gian trực_tiếp thực_hành .",0,2
1228,giáo_viên dạy rất tệ .,0,0
1229,giáo_viên cần bổ_sung thêm các bài_tập liên_quan nhiều hơn để các bạn sính viên nắm rõ hơn .,0,0
1230,"môn_học này có định_hướng thiên về lý_thuyết logic nên em nghĩ nên học theo hình_thức trao_đổi và tham_khảo , không nên đặt nặng đồ_án và bài_tập .",0,1
1231,"dạy dễ hiểu , tạo cảm_giác thân_thiện với học_sinh !",2,0
1232,giảng_viên dạy tận_tâm .,2,0
1233,đồ_án lớn không có trong phần giảng_dạy khiến sinh_viên khó_khăn trong việc thực_hiện .,0,1
1234,thầy đi vào trễ nhưng lại về muộn .,0,0
1235,thầy nên sử_dụng micro để giảng .,0,0
1236,tốc_độ dạy khá nhanh khiến việc tiếp_thu không hiệu_quả .,0,0
1237,dạy sát với chương_trình .,2,0
1238,"vui_vẻ , nhiệt_tình , giảng dễ hiểu .",2,0
1239,thời_gian nộp bài thực_hành quá ngắn .,0,1
1240,cô dạy dễ hiểu và thân_thiện .,2,0
1241,"thầy có kiến_thức rất rộng , có_thể giải_thích mọi thắc_mắc của sinh_viên .",2,0
1242,"rèn_luyện cho sinh_viên kỹ_năng làm_việc nhóm , nâng cao tính chủ_động của sinh_viên .",2,0
1243,"cô có ôn_tập , sửa bài đầy_đủ .",2,0
1244,nghiêm_khắc nhưng rất tận_tình .,2,0
1245,"giảng_viên lý_thuyết nên cải_thiện kỹ_năng truyền_đạt , và chuẩn_bị bài giảng tốt hơn .",0,0
1246,quá ít thiết_bị cho sinh_viên thực_hành .,0,2
1247,không có ý_kiến gì .,1,3
1248,thời_gian lên_lớp ít nhưng tiếp_thu nhiều .,2,0
1249,tài_liệu giảng_dạy đầy_đủ .,2,1
1250,luôn_luôn đúng giờ .,2,0
1251,"cô giảng_dạy rất chăm_chú , tận_tình giải_đáp thắc_mắc của sinh_viên .",2,0
1252,thầy rất tận_tâm và thương_yêu sinh_viên .,2,0
1253,nhiều kinh_nghiệm .,2,0
1254,thầy có kiến_thức nhiều .,1,0
1255,"ngoài việc giảng_dạy , do môn này là môn nhập_môn máy học , nếu thầy có_thể giới_thiệu về các tài_liệu về các loại máy học , áp_dụng , hơn đơn_thuần cưỡi_ngựa_xem_hoa .",0,0
1256,"thầy có slide , nhưng làm mất thời_gian vì quá_trình viết bảng .",0,0
1257,thầy giảng còn hơi khó hiểu .,0,0
1258,"cô bớt xinh lại giúp em một_tí , làm em hơi mất tập_trung mỗi lần nhìn cô giảng .",0,0
1259,"cô vui_tính , dễ gần , nhiệt_tình .",2,0
1260,bài_tập quá nhiều .,0,1
1261,"thầy dạy tốt , có tâm_huyết với an_toàn thông_tin .",2,0
1262,"chưa tạo động_lực_học cho học_sinh , chưa hướng_dẫn rõ_ràng cho sinh_viên làm đồ_án .",0,0
1263,cô dạy rất có tâm và quan_tâm đến sinh_viên .,2,0
1264,đó là nội_dung chương_trình học rất tốt .,0,1
1265,nên đi_sâu vào vấn_đề .,0,1
1266,"cô nhiệt_tình với học_sinh , bài giảng dễ hiểu .",2,0
1267,"cần nâng_cấp các phòng học thực_hành , phòng máy quá tệ để thực_hành , các phiên_bản phần_mềm cũ .",0,2
1268,những nội_dung mà cô muốn truyền_đạt đều rất có_ích cho quá_trình làm_việc sau_này của sinh_viên !,2,0
1269,thầy tận_tâm nhiệt_huyết .,2,0
1270,"giảng_viên không sử_dụng course gây khó_khăn cho sinh_viên , hay chém gió , giọng giảng không rõ_ràng .",0,0
1271,trong lúc giảng thầy thường_xuyên viết & vẽ lên bảng .,2,0
1272,đi dạy đầy_đủ .,2,1
1273,thầy lo giảng quên cả giờ_giấc .,2,0
1274,cô rất nhiệt_tình trong việc giảng_dạy .,2,3
1275,giảng_viên khá vui_tính .,2,0
1276,"giảng_viên tận_tâm , nhiệt_tình , quan_tâm sinh_viên .",2,0
1277,"nói_chuyện rất nhỏ , cách truyền_đạt chưa đến với sinh_viên .",0,0
1278,"thầy dạy khá hay nhưng cho bài_tập đột_xuất , đôi_khi thầy nói các vấn_đề hơi nhanh .",0,0
1279,"thầy là người rất hài_hước , nhiệt_huyết và cách truyền_đạt rất hay .",2,0
1280,cảm_ơn thầy rất nhiều .,1,0
1281,"đề thi sử_dụng google dịch , nửa tiếng anh nửa tiếng việt .",0,1
1282,"thuyết_trình nhiều như_thế chưa có hiệu_quả lắm , hi_vọng cô sẽ cải_thiện hình_thức dạy và học .",0,0
1283,"năm_ngoái học đã có bao_nhiêu bạn bị rớt và suýt bị rớt vì môn này , nhưng năm nay cô không rút kinh_nghiệm cách dạy thậm_chí còn khó hơn năm_ngoái .",0,0
1284,"tận_tâm nhiệt_tình , lắng_nghe sinh_viên .",2,0
1285,"cách dạy về môn_học chưa được hợp_lý , nên dạy cơ_bản trước khi dạy nâng cao .",0,0
1286,em nghĩ cần tăng thêm thời_gian học thực_hành .,0,1
1287,tuyệt_vời .,2,3
1288,em nghĩ giảng_viên nên cho bài và sửa bài_tập nhiều hơn .,0,0
1289,"giảng_viên vui_tính , tận_tâm , nhiệt_tình !",2,0
1290,phòng máy cũ cần nâng_cấp .,0,2
1291,"thầy nên có đề mẫu , bài mẫu .",0,0
1292,cô không tập_trung trong giờ giảng .,0,0
1293,"thầy rất nhiệt_tình , giúp_đỡ sinh_viên rất nhiều trong quá_trình hoàn_thành đồ_án .",2,0
1294,"và chuột máy_tính trong phòng lab cũng hư khá nhiều , đề_nghị nhà_trường thay_thế để có nhiều máy_tính phục_vụ học_tập cho sinh_viên .",0,2
1295,"giáo_viên giảng_dạy tận_tâm , dễ hiểu , truyền_đạt và liên_hệ thực_tiễn .",2,0
1296,giảng_viên tận_tuỵ có tâm_huyết đối_với sinh_viên .,2,0
1297,"giảng_viên dạy rất nhiệt_tình , tuy_nhiên việc dạy quá giờ lên_lớp sẽ khiến nhiều sinh_viên gặp khó_khăn trong việc học , giảng_viên dạy vượt qua tiết 4 và 5 khiến nhiều sinh_viên phải sang học tiết khác và bỏ_qua rất nhiều bài giảng dẫn đến việc học không hiệu_quả .",0,0
1298,em có suy_nghĩ là thầy không tin các bài_tập do chính các bạn nữ làm .,0,0
1299,tạo thêm nhiều ví_dụ ngoài thực_tiễn .,0,1
1300,"giảng_viên giảng_dạy nhiệt_tình , phương_pháp dạy hay , chỉ_dẫn hiệu_quả .",2,0
1301,không hài_lòng điểm gì cả !,0,3
1302,"cần có các bài lab thực_hành , để sinh_viên thành_thạo cũng như các thao_tác ứng_dụng .",0,1
1303,cách dạy của thầy wzjwz170 vô_cùng chán đối_với môn_học kỹ_năng như thế_này .,2,0
1304,"thầy luôn hướng_dẫn sinh_viên giải bài_tập bằng nhiều cách , suy_luận logic .",2,0
1305,sự nhiệt_tình thầy dạy dễ hiểu vui_vẻ .,2,0
1306,cần tạo điều_kiện cho sinh_viên tăng vốn ngoại_ngữ giao_tiếp .,0,1
1307,"thầy dạy dễ hiểu , dễ tiếp_thu .",2,0
1308,thầy hay đến lớp muộn sao với sinh_viên .,0,0
1309,giảng_dạy nhiệt_tình hơn .,0,0
1310,thầy sáng_tạo .,2,0
1311,cô rất vui_tính giảng bài rất hay .,2,0
1312,cho nhiều bài nghe hay .,2,0
1313,nhiệt_tình và tận_tâm với sinh_viên .,2,0
1314,giảng_viên giảng bài rất dễ hiểu .,2,0
1315,tìa liệu hướng_dẫn thực_hành nên cụ_thể hơn đối_với những lab khó .,0,1
1316,có liên_hệ những ví_dụ thực_tế để giảng_dạy .,2,0
1317,"giảng bài hơi nhanh , tài_liệu không rõ_ràng , không dùng moodle .",0,0
1318,phương_pháp dạy không hợp_lý .,0,0
1319,"cô dạy hay , rất nhiệt_tình , luôn giúp_đỡ , giải_đáp các thắc_mắc của sinh_viên .",2,0
1320,"tận_tâm , nhiệt_tình , cách giảng_dạy hiệu_quả .",2,0
1321,không muốn hỏi bài thầy vì thầy giải_đáp không hiểu .,0,0
1322,gây lãng_phí .,0,3
1323,nên nhiều khi em thấy không_thể hiểu .,0,3
1324,nên có giáo_trình rõ_ràng và cơ_bản hơn .,0,1
1325,nâng_cấp trang_thiết_bị của phòng thực_hành .,0,2
1326,"thầy còn nhiều lúc giảng chưa kỹ lướt qua quá nhanh chưa kịp đọc bài , chỉ_dẫn chưa rõ_ràng .",0,0
1327,"có vài chỗ cô giảng còn khó hiểu , những chỗ code khó , dài và rối em mong cô giảng kỹ và nhiều hơn .",0,0
1328,thầy dạy rất nhiệt_tình và vui_vẻ .,2,0
1329,giảng_viên tận_tình với sinh_viên .,2,0
1330,"nên phân_công giảng_viên ít công_việc ngoài , phân_bố thời_gian nghỉ lễ hợp_lý .",0,1
1331,"dù có tìm_hiểu nhưng em không_thể hiểu hết và nắm_bắt hoàn_toàn nội_dung bài lab , nhưng khi hỏi giảng_viên thì em cũng không thu được thông_tin gì thêm cả .",0,0
1332,cần phải có phương_pháp giảng_dạy linh_hoạt và sáng_tạo hơn .,0,0
1333,"điểm_danh quá nhiều colonsurprise , silde bài giảng cần phải đầu_tư nhiều hơn .",0,1
1334,giảng_dạy rõ_ràng .,2,0
1335,"thầy dạy giỏi , vui_tính .",2,0
1336,có liên_hệ thực_tế qua bài giảng giúp sinh_viên nhanh tiếp_thu kiến_thức .,2,0
1337,"thầy dạy hay , vui_vẻ .",2,0
1338,kiến_thức dạy cần được lên kế_hoạch kỹ_càng chương_trình giảng_dạy .,0,1
1339,giảng_viên ít có giải_thích các phần bài_tập mà chỉ chiếu kết_quả trên phần_mềm outcomes và lướt lướt cho nhanh để hết tiết .,0,0
1340,bám sát nội_dung môn_học .,2,1
1341,thầy có cho bài_tập về nhà nhưng chưa hướng_dẫn và giải chi_tiết vào hôm sau .,0,0
1342,"giảng_viên nhiệt_tình giúp_đỡ , tận_tâm với công_việc .",2,0
1343,giảng_dạy tốt !,2,0
1344,thầy dậy quá nhanh và không sâu nên không nắm chắc được kiến_thức .,0,0
1345,"vui hiền , dạy hay sinh_động , perfect .",2,0
1346,"tận_tâm , nhiệt_tình trong giảng_dạy .",2,0
1347,"chém gió , nói_chuyện quá nhiều , hướng_dẫn giải bài_tập một_cách quá sơ_sài .",0,0
